KO_code	Transcripts
K03637	0.0
K17686	574.0
K03631	331.0
K03630	227.0
permease_component	278.0
K03639	0.0
K03315	198.0
K02314	271.0
K02316	587.0
GPH_family	199.0
K02313	239.0
K06168	0.0
K06287	0.0
K06286	472.0
K08483	8150.0
K00262	243.0
K00266	0.0
K02435	290.0
K05366	723.0
K02996	1699.0
K06041	0.0
K03530	14337.0
K05846	224.0
K05847	211.0
K04083	179.0
K06962	248.0
K01998	0.0
K01999	0.0
K04086	1492.0
K02017	0.0
K01992	6682.0
K01990	3787.0
K01996	0.0
K01997	0.0
K01995	0.0
K02015	253.0
K00989	0.0
IIC_component	270.0
K11754	153.0
K01515	676.0
K01512	0.0
K01104	564.0
K11753	105.0
K00981	323.0
K01299	0.0
K00868	2818.0
K07010	1627.0
K08161	153.0
K00863	395.0
K02011	0.0
K00865	176.0
K00864	1077.0
K00867	341.0
K03977	251.0
K01193	786.0
K01190	497.0
K05601	0.0
K02926	941.0
K01126	272.0
K02823	0.0
K14540	648.0
K02279	0.0
K03436	285.0
K09790	3442.0
K00656	32143.0
K11991	513.0
K00215	475.0
K01560	1085.0
K02038	1106.0
K02039	1428.0
K01740	0.0
K12269	427.0
K02030	793.0
K02031	0.0
K02032	199.0
K02033	223.0
K02034	219.0
K02035	823.0
K02036	2652.0
K02037	1043.0
K00600	925.0
K00917	0.0
K00602	243.0
K07095	1287.0
K00604	336.0
K00609	156.0
K01226	413.0
K01421	454.0
K00919	188.0
K01588	179.0
K01424	133.0
K01425	0.0
K07560	337.0
K09698	706.0
K03215	378.0
K07567	0.0
K07566	168.0
K07568	210.0
K16555	0.0
K03671	2989.0
mature_Fap1_export_and_glycosylation,gap1	445.0
K07393	256.0
K07391	0.0
K06997	0.0
K03596	326.0
K03218	267.0
K03590	694.0
K03458	0.0
K02519	671.0
K02103	166.0
K03455	165.0
K02108	1237.0
K02109	1258.0
K02510	0.0
K01736	0.0
K01737	0.0
K01929	252.0
K01928	719.0
K01733	294.0
K01639	279.0
K01923	126.0
K01636	294.0
K01921	2512.0
K12267	0.0
K01926	131.0
K01738	1166.0
K01924	323.0
K07024	1077.0
K07025	0.0
K00048	0.0
K07023	210.0
K03522	0.0
K07029	1194.0
K05946	309.0
K06416	0.0
K03523	114.0
K05340	113.0
K03525	0.0
K03524	141.0
K06942	354.0
