Compound_code	Metabolite_name	Importance_score	p_value
C00025	L-Glutamate	-5.334	<0.05
C00024	Acetyl-CoA	0.0	n.s.
C00026	2-Oxoglutarate	4.931	<0.05
C00020	AMP	0.0	n.s.
C00022	Pyruvate	0.0	n.s.
C00143	5,10-Methylenetetrahydrofolate	-6.52	<0.05
C00141	3-Methyl-2-oxobutanoic_acid	0.0	n.s.
C00029	UDP-glucose	0.0	n.s.
C00147	Adenine	0.0	n.s.
C00149	(S)-Malate	0.0	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C03838	5'-Phosphoribosylglycinamide	0.0	n.s.
C03722	Quinolinate	0.0	n.s.
C05356	5(S)-HPETE	0.0	n.s.
C05729	R-S-Cysteinylglycine	0.0	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	0.0	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	0.0	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-9.145	<0.05
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	0.0	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C05966	15(S)-HPETE	0.0	n.s.
C05726	S-Substituted_L-cysteine	0.0	n.s.
C00582	Phenylacetyl-CoA	0.0	n.s.
C00705	dCDP	0.0	n.s.
C06251	Lauroyl-KDO2-lipid_IV(A)	0.0	n.s.
C01345	dITP	0.0	n.s.
C01344	dIDP	0.0	n.s.
C00234	10-Formyltetrahydrofolate	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	n.s.
C00014	Ammonia	-8.537	<0.05
C00015	UDP	0.0	n.s.
C05822	3'-CMP	-6.755	<0.05
C16238	Lipoyl-AMP	0.0	n.s.
C05345	beta-D-Fructose_6-phosphate	8.91	<0.05
C00387	Guanosine	0.0	n.s.
C00380	Cytosine	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	0.0	n.s.
C05759	3-Oxotetradecanoyl-[acp]	8.864	<0.05
C01172	beta-D-Glucose_6-phosphate	-1.0	<0.05
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-8.864	<0.05
C01801	Deoxyribose	0.0	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-8.864	<0.05
C00363	dTDP	0.0	n.s.
C00361	dGDP	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	0.0	n.s.
C00002	ATP	4.304	<0.05
C01185	Nicotinate_D-ribonucleotide	6.044	<0.05
C11544	2(alpha-D-Mannosyl)-D-glycerate	0.0	n.s.
C06188	Salicin_6-phosphate	1.0	<0.05
C00253	Nicotinate	-6.044	<0.05
C00251	Chorismate	0.0	n.s.
C06026	Di[3-deoxy-D-manno-octulosonyl]-lipid_A	0.0	n.s.
C00255	Riboflavin	0.0	n.s.
C01083	alpha,alpha-Trehalose	0.0	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	9.52	<0.05
C03296	N2-Succinyl-L-arginine	0.0	n.s.
C00885	Isochorismate	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C06311	Galactitol_1-phosphate	0.0	<0.05
C00078	L-Tryptophan	-5.781	<0.05
C00074	Phosphoenolpyruvate	0.0	n.s.
C00075	UTP	0.0	n.s.
C00870	4-Nitrophenol	0.0	n.s.
C06194	2',3'-Cyclic_GMP	6.755	<0.05
C06193	Guanosine_3'-phosphate	-6.755	<0.05
C02353	2',3'-Cyclic_AMP	6.755	<0.05
C00242	Guanine	0.0	n.s.
C02355	2',3'-Cyclic_UMP	6.755	<0.05
C02354	2',3'-Cyclic_CMP	6.755	<0.05
C00081	ITP	0.0	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	0.0	n.s.
C03794	N6-(1,2-Dicarboxyethyl)-AMP	0.0	n.s.
C03479	Folinic_acid	-9.52	<0.05
C05931	N-Succinyl-L-glutamate	0.0	n.s.
C05932	N-Succinyl-L-glutamate_5-semialdehyde	0.0	n.s.
C00104	IDP	0.0	n.s.
C00344	Phosphatidylglycerol	0.0	n.s.
C00100	Propanoyl-CoA	0.0	n.s.
C00101	Tetrahydrofolate	6.939	<0.05
C00061	FMN	0.0	n.s.
C00063	CTP	0.0	n.s.
C00062	L-Arginine	0.0	n.s.
C00065	L-Serine	-8.195	<0.05
C00064	L-Glutamine	0.0	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	0.0	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	8.864	<0.05
C01419	Cys-Gly	0.0	n.s.
C03360	4-Nitrophenyl_phosphate	0.0	n.s.
C05761	Tetradecanoyl-[acp]	0.0	n.s.
C00279	D-Erythrose_4-phosphate	0.0	n.s.
C05762	3-Oxohexadecanoyl-[acp]	0.0	n.s.
C00008	ADP	-4.304	<0.05
C00479	Propanal	0.0	n.s.
C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA	0.0	n.s.
C00475	Cytidine	0.0	n.s.
C00117	D-Ribose_5-phosphate	0.0	n.s.
C00111	Glycerone_phosphate	0.0	n.s.
C00112	CDP	0.0	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	8.864	<0.05
C02972	Dihydrolipoylprotein	-9.52	<0.05
C05750	3-Oxooctanoyl-[acp]	0.0	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	0.0	n.s.
C05753	3-Oxodecanoyl-[acp]	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	8.864	<0.05
C05756	3-Oxododecanoyl-[acp]	8.864	<0.05
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-8.864	<0.05
C00262	Hypoxanthine	0.0	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-8.864	<0.05
C16216	3-Oxostearoyl-CoA	8.864	<0.05
C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	0.0	n.s.
C01346	dUDP	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C00121	D-Ribose	0.0	n.s.
C00122	Fumarate	0.0	n.s.
C00286	dGTP	0.0	n.s.
C00127	Glutathione_disulfide	0.0	n.s.
C00294	Inosine	0.0	n.s.
C03892	Phosphatidylglycerophosphate	0.0	n.s.
C00680	meso-2,6-Diaminoheptanedioate	0.0	n.s.
C13952	UDP-N-acetyl-D-galactosaminuronic_acid	0.0	n.s.
C00689	alpha,alpha'-Trehalose_6-phosphate	0.0	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	-8.91	<0.05
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C03871	L-2-Amino-6-oxoheptanedioate	0.0	n.s.
C05747	(R)-3-Hydroxyhexanoyl-[acp]	-8.864	<0.05
C05746	3-Oxohexanoyl-[acp]	8.864	<0.05
C05744	Acetoacetyl-[acp]	0.0	n.s.
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	0.0	n.s.
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	0.0	n.s.
C00458	dCTP	0.0	n.s.
C00459	dTTP	0.0	n.s.
C01367	3'-AMP	-6.755	<0.05
C00725	Lipoate	8.52	<0.05
C00051	Glutathione	0.0	n.s.
