Compound_code	Metabolite_name	Importance_score	p_value
C16470	5-Methylhex-4-enoyl-CoA	1.585	n.s.
C05528	3-Sulfopyruvate	-1.585	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	1.379	<0.05
C00149	(S)-Malate	0.0	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C05356	5(S)-HPETE	0.0	n.s.
C02430	L-Methionyl-tRNA	-2.322	<0.05
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	0.0	n.s.
C14819	Fe3+	0.0	n.s.
C14818	Fe2+	0.0	n.s.
C00436	N-Carbamoylputrescine	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C00438	N-Carbamoyl-L-aspartate	0.585	n.s.
C00826	L-Arogenate	0.0	n.s.
C06126	Digalactosylceramide	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0.0	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	4.459	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C03296	N2-Succinyl-L-arginine	0.0	n.s.
C06441	L-Xylulose_1-phosphate	1.0	n.s.
C15815	C15815	0.0	n.s.
C05796	Galactan	1.0	n.s.
C00794	D-Sorbitol	0.0	n.s.
C00506	L-Cysteate	1.0	n.s.
C00798	Formyl-CoA	0.0	n.s.
C00227	Acetyl_phosphate	0.107	<0.05
C00221	beta-D-Glucose	1.0	n.s.
C00385	Xanthine	-1.7	<0.05
C00387	Guanosine	1.585	n.s.
C00380	Cytosine	0.0	n.s.
C00229	Acyl-carrier_protein	3.459	<0.05
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C00508	L-Ribulose	-1.585	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	0.0	n.s.
C02291	L-Cystathionine	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	0.0	n.s.
C00360	dAMP	0.0	n.s.
C00008	ADP	-2.17	n.s.
C00007	Oxygen	0.0	n.s.
C05830	8-Methoxykynurenate	0.0	n.s.
C00003	NAD+	0.0	n.s.
C00002	ATP	5.819	<0.05
C00369	Starch	3.375	n.s.
C05703	Methaneselenol	0.0	n.s.
C16619	6-Thioguanosine_monophosphate	0.0	n.s.
C16618	6-Thioxanthine_5'-monophosphate	-1.585	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	0.0	n.s.
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	0.0	n.s.
C16614	6-Methylmercaptopurine	0.0	n.s.
C03742	(S)-4-Hydroxymandelonitrile	0.0	n.s.
C00313	Oxalyl-CoA	0.0	n.s.
C00099	beta-Alanine	0.0	n.s.
C00310	D-Xylulose	-7.931	<0.05
C01242	S-Aminomethyldihydrolipoylprotein	10.486	<0.05
C01931	L-Lysyl-tRNA	-3.907	<0.05
C00315	Spermidine	0.0	n.s.
C01528	Hydrogen_selenide	0.0	n.s.
C00091	Succinyl-CoA	-5.796	<0.05
C00092	D-Glucose_6-phosphate	8.098	<0.05
C00093	sn-Glycerol_3-phosphate	2.0	n.s.
C00095	D-Fructose	-7.349	<0.05
C00096	GDP-mannose	0.678	n.s.
C00097	L-Cysteine	-1.303	n.s.
C05729	R-S-Cysteinylglycine	2.17	n.s.
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	0.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0.0	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	0.0	n.s.
C04732	5-Amino-6-(1-D-ribitylamino)uracil	0.0	n.s.
C06193	Guanosine_3'-phosphate	-7.547	<0.05
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	2.585	<0.05
C06199	Hordenine	0.0	n.s.
C06427	(9Z,12Z,15Z)-Octadecatrienoic_acid	0.0	n.s.
C05818	2-Demethylmenaquinone	0.0	n.s.
C14762	13(S)-HODE	0.0	n.s.
C14765	13-OxoODE	0.0	n.s.
C00166	Phenylpyruvate	0.801	n.s.
C00167	UDP-glucuronate	-1.0	n.s.
C00160	Glycolate	0.0	n.s.
C00163	Propanoate	2.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	-3.17	<0.05
C00168	Hydroxypyruvate	0.0	n.s.
C00169	Carbamoyl_phosphate	-3.759	<0.05
C02047	L-Leucyl-tRNA	-1.585	n.s.
C06567	Penicilloic_acid	0.0	n.s.
C00439	N-Formimino-L-glutamate	0.0	n.s.
C03082	4-Phospho-L-aspartate	0.0	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-11.22	<0.05
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C00861	L-Rhamnulose	-5.755	<0.05
C01063	6-Carboxyhexanoyl-CoA	0.0	n.s.
C02962	D-Allose_6-phosphate	0.0	n.s.
C00864	Pantothenate	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	-0.7	n.s.
C01419	Cys-Gly	2.17	n.s.
C03360	4-Nitrophenyl_phosphate	0.0	n.s.
C05838	cis-2-Hydroxycinnamate	0.0	n.s.
C01412	Butanal	0.0	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-10.504	<0.05
C08325	Amygdalin	0.0	n.s.
C03402	L-Asparaginyl-tRNA(Asn)	-1.585	n.s.
C03406	N-(L-Arginino)succinate	-5.044	<0.05
C05512	Deoxyinosine	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C07648	Thioguanine	0.0	n.s.
C07649	5-FU	1.0	n.s.
C02353	2',3'-Cyclic_AMP	7.547	<0.05
C00288	HCO3-	0.0	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0.0	n.s.
C02355	2',3'-Cyclic_UMP	7.547	<0.05
C18096	D-Allulose_6-phosphate	0.0	n.s.
C02354	2',3'-Cyclic_CMP	7.547	<0.05
C00269	CDP-diacylglycerol	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	10.921	<0.05
C00507	L-Rhamnose	5.755	<0.05
C18259	1-Methoxypyrene	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	1.322	<0.05
C16217	3-Hydroxyoctadecanoyl-CoA	-10.923	<0.05
C16216	3-Oxostearoyl-CoA	10.923	<0.05
C00267	alpha-D-Glucose	5.28	<0.05
C00266	Glycolaldehyde	-0.585	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-1.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00286	dGTP	-1.415	n.s.
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	0.0	n.s.
C00407	L-Isoleucine	0.485	<0.05
C01962	Thiocysteine	0.0	n.s.
C00325	GDP-L-fucose	0.0	n.s.
C05427	Phytyl_diphosphate	0.0	n.s.
C00063	CTP	6.087	<0.05
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-1.0	n.s.
C04053	5-Dehydro-4-deoxy-D-glucuronate	3.7	<0.05
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01367	3'-AMP	-7.547	<0.05
C01209	Malonyl-[acyl-carrier_protein]	-0.939	n.s.
C00219	Arachidonate	0.0	n.s.
C02492	1,4-beta-D-Mannan	0.0	n.s.
C00217	D-Glutamate	0.0	n.s.
C00214	Thymidine	0.0	n.s.
C00844	Prunasin	0.0	n.s.
C00212	Adenosine	1.322	n.s.
