Compound_code	Metabolite_name	Importance_score	p_value
C16470	5-Methylhex-4-enoyl-CoA	10.244	n.s.
C05528	3-Sulfopyruvate	-10.382	n.s.
C03160	2-Succinylbenzoyl-CoA	7.762	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	7.538	n.s.
C02876	Propanoyl_phosphate	-6.615	n.s.
C00942	3',5'-Cyclic_GMP	-4.459	n.s.
C16243	Cobalt-precorrin_5B	3.17	n.s.
C00149	(S)-Malate	-9.121	<0.05
C00944	3-Dehydroquinate	-6.459	n.s.
C02430	L-Methionyl-tRNA	-8.071	n.s.
C15547	1,4-Dihydroxy-2-naphthoyl-CoA	-8.827	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	7.562	n.s.
C14819	Fe3+	-10.065	n.s.
C14818	Fe2+	10.065	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	-7.941	n.s.
C00436	N-Carbamoylputrescine	8.785	n.s.
C00828	Menaquinone	-8.931	n.s.
C00617	UDP-D-galacturonate	0.0	n.s.
C00533	Nitric_oxide	4.248	n.s.
C00438	N-Carbamoyl-L-aspartate	-5.732	n.s.
C00826	L-Arogenate	7.34	n.s.
C00535	Testosterone	5.322	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	9.18	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	-8.409	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	-8.488	n.s.
C01185	Nicotinate_D-ribonucleotide	-8.313	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C00491	L-Cystine	9.486	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	-2.322	n.s.
C06441	L-Xylulose_1-phosphate	10.16	n.s.
C15811	[Enzyme]-cysteine	2.322	n.s.
C15815	C15815	7.788	n.s.
C05796	Galactan	10.544	n.s.
C05791	D-Urobilinogen	-3.7	n.s.
C00015	UDP	-8.186	n.s.
C00794	D-Sorbitol	-9.18	n.s.
C00791	Creatinine	3.459	n.s.
C16219	3-Oxostearoyl-[acp]	9.263	n.s.
C11538	Cobalt-sirohydrochlorin	-3.17	n.s.
C01233	sn-Glycero-3-phosphoethanolamine	7.0	n.s.
C20359	UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate	2.585	n.s.
C00504	Folate	0.0	n.s.
C00221	beta-D-Glucose	7.62	n.s.
C00385	Xanthine	-8.262	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	8.264	n.s.
C02504	alpha-Isopropylmalate	-5.649	n.s.
C00229	Acyl-carrier_protein	10.721	<0.05
C02528	Chenodeoxycholate	-7.762	n.s.
C16391	Trinitrotoluene	2.322	n.s.
C16392	4-Hydroxylamino-2,6-dinitrotoluene	-2.322	n.s.
C16393	2-Hydroxylamino-4,6-dinitrotoluene	-2.322	n.s.
C00881	Deoxycytidine	7.524	n.s.
C05759	3-Oxotetradecanoyl-[acp]	9.263	n.s.
C00546	Methylglyoxal	-6.313	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-10.617	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	10.551	n.s.
C05838	cis-2-Hydroxycinnamate	-10.551	n.s.
C00364	dTMP	-7.202	n.s.
C00365	dUMP	-7.689	n.s.
C00362	dGMP	-6.541	n.s.
C00363	dTDP	9.961	n.s.
C00360	dAMP	-8.667	n.s.
C00008	ADP	3.719	n.s.
C05831	3-Methoxyanthranilate	-6.845	n.s.
C00006	NADP+	-8.297	n.s.
C00005	NADPH	-1.0	n.s.
C00003	NAD+	5.771	n.s.
C00002	ATP	9.324	<0.05
C00369	Starch	-3.935	n.s.
C05703	Methaneselenol	-9.062	n.s.
C06507	Adenosyl_cobyrinate_hexaamide	-5.542	n.s.
C04432	tRNA_containing_6-isopentenyladenosine	-8.98	n.s.
C03586	2-Oxo-2,3-dihydrofuran-5-acetate	-4.459	n.s.
C16619	6-Thioguanosine_monophosphate	-9.606	n.s.
C16618	6-Thioxanthine_5'-monophosphate	6.34	n.s.
C02612	(R)-2-Methylmalate	7.629	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	-6.933	n.s.
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-9.241	n.s.
C16614	6-Methylmercaptopurine	9.241	n.s.
C03742	(S)-4-Hydroxymandelonitrile	-10.551	n.s.
C00645	N-Acetyl-D-mannosamine	-2.0	n.s.
C00099	beta-Alanine	7.451	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C00310	D-Xylulose	-10.703	<0.05
C00641	1,2-Diacyl-sn-glycerol	1.1	n.s.
C01931	L-Lysyl-tRNA	-9.62	n.s.
C00315	Spermidine	-8.566	n.s.
C00314	Pyridoxine	1.0	n.s.
C00091	Succinyl-CoA	-11.246	<0.05
C00760	Cellulose	9.299	n.s.
C02226	2-Methylmaleate	0.0	n.s.
C00094	Sulfite	-2.0	n.s.
C00095	D-Fructose	-9.204	n.s.
C00096	GDP-mannose	5.936	n.s.
C00097	L-Cysteine	8.036	n.s.
C06311	Galactitol_1-phosphate	-10.244	n.s.
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	0.0	n.s.
C00189	Ethanolamine	-7.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	8.873	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	-9.543	n.s.
C06194	2',3'-Cyclic_GMP	7.19	n.s.
C06193	Guanosine_3'-phosphate	-7.19	n.s.
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C05172	Selenophosphoric_acid	0.0	n.s.
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	2.0	n.s.
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	-10.399	<0.05
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	8.931	n.s.
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.931	n.s.
C06199	Hordenine	-6.845	n.s.
C00437	N-Acetylornithine	6.883	n.s.
C06427	(9Z,12Z,15Z)-Octadecatrienoic_acid	0.0	n.s.
C00185	Cellobiose	10.298	n.s.
C07118	Benzoyl_acetyl-CoA	2.0	n.s.
C05773	Cobyrinate	3.0	n.s.
C14762	13(S)-HODE	8.651	n.s.
C00870	4-Nitrophenol	-8.281	n.s.
C14765	13-OxoODE	-8.651	n.s.
C00166	Phenylpyruvate	7.979	n.s.
C00167	UDP-glucuronate	-9.282	n.s.
C02988	L-Histidyl-tRNA(His)	-8.508	n.s.
C00162	Fatty_acid	-2.322	n.s.
C00163	Propanoate	10.501	<0.05
C02984	L-Aspartyl-tRNA(Asp)	-9.85	n.s.
C03267	beta-D-Fructose_2-phosphate	1.585	n.s.
C02987	L-Glutamyl-tRNA(Glu)	-9.581	n.s.
C19878	D-glycero-alpha-D-manno-Heptose_7-phosphate	-1.0	n.s.
