Compound_code	Metabolite_name	Importance_score	p_value
C16470	5-Methylhex-4-enoyl-CoA	5.931	n.s.
C05528	3-Sulfopyruvate	-6.476	<0.05
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	2.536	n.s.
C00149	(S)-Malate	-2.752	n.s.
C00944	3-Dehydroquinate	-3.858	n.s.
C05356	5(S)-HPETE	0.0	<0.05
C02430	L-Methionyl-tRNA	-4.248	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	2.0	n.s.
C14819	Fe3+	-5.524	n.s.
C14818	Fe2+	5.524	n.s.
C00436	N-Carbamoylputrescine	4.907	n.s.
C00437	N-Acetylornithine	4.17	<0.05
C00438	N-Carbamoyl-L-aspartate	3.115	n.s.
C00826	L-Arogenate	5.392	n.s.
C06126	Digalactosylceramide	5.358	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	-1.585	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	2.0	n.s.
C01185	Nicotinate_D-ribonucleotide	3.632	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C03296	N2-Succinyl-L-arginine	0.0	<0.05
C06441	L-Xylulose_1-phosphate	4.7	n.s.
C15815	C15815	4.17	<0.05
C05796	Galactan	6.098	<0.05
C00794	D-Sorbitol	-5.358	n.s.
C00506	L-Cysteate	4.248	n.s.
C00798	Formyl-CoA	0.0	n.s.
C00227	Acetyl_phosphate	0.387	n.s.
C00221	beta-D-Glucose	-5.716	<0.05
C00385	Xanthine	2.459	n.s.
C00387	Guanosine	-2.222	n.s.
C00380	Cytosine	0.0	<0.05
C00229	Acyl-carrier_protein	4.931	n.s.
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C00546	Methylglyoxal	-5.358	n.s.
C00508	L-Ribulose	-5.858	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	7.276	<0.05
C02291	L-Cystathionine	6.15	<0.05
C00364	dTMP	2.7	n.s.
C00365	dUMP	-4.183	n.s.
C00362	dGMP	-3.858	<0.05
C00363	dTDP	5.883	n.s.
C00360	dAMP	-2.807	n.s.
C00008	ADP	2.585	n.s.
C00007	Oxygen	-5.322	n.s.
C05830	8-Methoxykynurenate	-4.459	<0.05
C00003	NAD+	-2.415	n.s.
C00002	ATP	5.839	<0.05
C00369	Starch	4.508	n.s.
C05703	Methaneselenol	-4.977	n.s.
C16619	6-Thioguanosine_monophosphate	-5.524	n.s.
C16618	6-Thioxanthine_5'-monophosphate	3.459	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	-1.926	n.s.
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-5.585	n.s.
C16614	6-Methylmercaptopurine	5.585	n.s.
C03742	(S)-4-Hydroxymandelonitrile	-7.276	<0.05
C00313	Oxalyl-CoA	0.0	n.s.
C00099	beta-Alanine	-2.585	n.s.
C00310	D-Xylulose	-6.492	<0.05
C01242	S-Aminomethyldihydrolipoylprotein	8.531	<0.05
C01931	L-Lysyl-tRNA	-6.022	n.s.
C00315	Spermidine	-4.585	n.s.
C01528	Hydrogen_selenide	-4.907	n.s.
C00091	Succinyl-CoA	-5.857	<0.05
C00092	D-Glucose_6-phosphate	7.766	<0.05
C00093	sn-Glycerol_3-phosphate	5.129	n.s.
C00095	D-Fructose	-5.322	n.s.
C00096	GDP-mannose	2.35	n.s.
C00097	L-Cysteine	3.988	n.s.
C05729	R-S-Cysteinylglycine	5.209	n.s.
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	0.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	5.044	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	-6.229	<0.05
C04732	5-Amino-6-(1-D-ribitylamino)uracil	-2.0	n.s.
C06193	Guanosine_3'-phosphate	-6.755	<0.05
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	2.0	n.s.
C06199	Hordenine	-4.459	<0.05
C06427	(9Z,12Z,15Z)-Octadecatrienoic_acid	0.0	n.s.
C05818	2-Demethylmenaquinone	-4.392	<0.05
C14762	13(S)-HODE	4.644	n.s.
C14765	13-OxoODE	-4.644	n.s.
C00166	Phenylpyruvate	4.206	<0.05
C00167	UDP-glucuronate	-6.229	n.s.
C00160	Glycolate	0.0	n.s.
C00163	Propanoate	5.322	n.s.
C02987	L-Glutamyl-tRNA(Glu)	-6.728	<0.05
C00168	Hydroxypyruvate	0.0	n.s.
C00169	Carbamoyl_phosphate	-4.86	<0.05
C02047	L-Leucyl-tRNA	-5.17	n.s.
C06567	Penicilloic_acid	-4.858	n.s.
C00439	N-Formimino-L-glutamate	1.222	n.s.
C03082	4-Phospho-L-aspartate	-4.217	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-9.243	<0.05
C04376	5'-Phosphoribosyl-N-formylglycinamide	3.0	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C00861	L-Rhamnulose	-5.392	n.s.
C01063	6-Carboxyhexanoyl-CoA	4.585	n.s.
C02962	D-Allose_6-phosphate	5.672	n.s.
C00864	Pantothenate	-3.7	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	-3.82	n.s.
C01419	Cys-Gly	5.209	n.s.
C03360	4-Nitrophenyl_phosphate	5.248	n.s.
C05838	cis-2-Hydroxycinnamate	-7.276	<0.05
C01412	Butanal	4.644	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-8.537	<0.05
C08325	Amygdalin	7.276	<0.05
C03402	L-Asparaginyl-tRNA(Asn)	-5.728	n.s.
C03406	N-(L-Arginino)succinate	-6.15	<0.05
C05512	Deoxyinosine	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C07648	Thioguanine	5.585	n.s.
C07649	5-FU	5.392	n.s.
C02353	2',3'-Cyclic_AMP	6.755	<0.05
C00288	HCO3-	-5.209	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	-3.585	n.s.
C02355	2',3'-Cyclic_UMP	6.755	<0.05
C18096	D-Allulose_6-phosphate	-5.672	n.s.
C02354	2',3'-Cyclic_CMP	6.755	<0.05
C00269	CDP-diacylglycerol	-2.121	n.s.
C16219	3-Oxostearoyl-[acp]	8.852	<0.05
C00507	L-Rhamnose	5.392	n.s.
C18259	1-Methoxypyrene	-4.459	<0.05
C00263	L-Homoserine	-0.329	n.s.
C00262	Hypoxanthine	2.544	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-9.033	<0.05
C16216	3-Oxostearoyl-CoA	9.033	<0.05
C00267	alpha-D-Glucose	2.775	n.s.
C00266	Glycolaldehyde	-5.066	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-6.768	<0.05
C00460	dUTP	-1.926	n.s.
C00463	Indole	0.0	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00286	dGTP	-0.143	n.s.
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	0.0	<0.05
C00407	L-Isoleucine	2.536	n.s.
C01962	Thiocysteine	-6.15	<0.05
C00325	GDP-L-fucose	0.0	n.s.
C05427	Phytyl_diphosphate	4.392	<0.05
C00063	CTP	6.133	<0.05
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	5.322	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-5.426	n.s.
C04053	5-Dehydro-4-deoxy-D-glucuronate	5.492	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01367	3'-AMP	-6.755	<0.05
C01209	Malonyl-[acyl-carrier_protein]	4.319	n.s.
C00219	Arachidonate	5.087	n.s.
C02492	1,4-beta-D-Mannan	4.954	n.s.
C00217	D-Glutamate	-1.503	n.s.
C00214	Thymidine	-3.17	n.s.
C00844	Prunasin	0.0	n.s.
C00212	Adenosine	-3.524	n.s.
C01368	3'-UMP	-6.755	<0.05
