Compound_code	Metabolite_name	Importance_score	p_value
C16471	5-Methyl-3-oxo-4-hexenoyl-CoA	0.0	n.s.
C05335	L-Selenomethionine	0.0	n.s.
C16477	5-Fluoromuconolactone	0.0	n.s.
C16476	4-Fluoromuconolactone	0.0	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	0.0	n.s.
C00148	L-Proline	0.0	n.s.
C00942	3',5'-Cyclic_GMP	0.0	n.s.
C00149	(S)-Malate	-5.588	<0.05
C05356	5(S)-HPETE	0.0	n.s.
C02430	L-Methionyl-tRNA	0.0	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	0.0	n.s.
C14818	Fe2+	0.0	n.s.
C00430	5-Aminolevulinate	0.0	n.s.
C05267	3-Oxooctanoyl-CoA	0.0	n.s.
C00828	Menaquinone	0.0	n.s.
C01451	Salicin	0.0	n.s.
C01024	Hydroxymethylbilane	0.0	n.s.
C00826	L-Arogenate	0.0	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	0.0	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	4.907	<0.05
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	0.0	n.s.
C06790	Trichloroethene	0.0	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	0.0	n.s.
C15813	C15813	0.0	n.s.
C15814	C15814	0.0	n.s.
C15815	C15815	0.0	n.s.
C00029	UDP-glucose	0.0	n.s.
C05796	Galactan	0.0	n.s.
C00493	Shikimate	0.0	n.s.
C05752	Octanoyl-[acp]	0.0	n.s.
C16387	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	0.0	n.s.
C00794	D-Sorbitol	0.0	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	0.0	n.s.
C00144	GMP	0.0	n.s.
C00791	Creatinine	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	0.0	n.s.
C14865	2-(S-Glutathionyl)acetyl_chloride	0.0	n.s.
C00227	Acetyl_phosphate	0.0	n.s.
C00226	Primary_alcohol	0.0	n.s.
C00224	Adenylyl_sulfate	0.0	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	0.0	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0.0	n.s.
C00385	Xanthine	0.0	n.s.
C00387	Guanosine	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C00882	Dephospho-CoA	0.0	n.s.
C14868	S-(1,2-Dichlorovinyl)glutathione	0.0	n.s.
C16392	4-Hydroxylamino-2,6-dinitrotoluene	0.0	n.s.
C16393	2-Hydroxylamino-4,6-dinitrotoluene	0.0	n.s.
C00894	Propenoyl-CoA	0.0	n.s.
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	0.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C01368	3'-UMP	0.0	n.s.
C00508	L-Ribulose	0.0	n.s.
C00366	Urate	0.0	n.s.
C01801	Deoxyribose	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	0.0	n.s.
C00360	dAMP	0.0	n.s.
C00008	ADP	0.0	n.s.
C00007	Oxygen	0.0	n.s.
C00006	NADP+	0.0	n.s.
C00005	NADPH	0.0	n.s.
C00003	NAD+	0.0	n.s.
C00002	ATP	0.0	n.s.
C00369	Starch	0.0	n.s.
C00577	D-Glyceraldehyde	0.0	n.s.
C03582	Resveratrol	0.0	n.s.
C16619	6-Thioguanosine_monophosphate	0.0	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	0.0	n.s.
C03741	(S)-4-Amino-5-oxopentanoate	0.0	n.s.
C16614	6-Methylmercaptopurine	0.0	n.s.
C00645	N-Acetyl-D-mannosamine	0.0	n.s.
C00099	beta-Alanine	0.0	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C00310	D-Xylulose	0.0	n.s.
C00641	1,2-Diacyl-sn-glycerol	0.0	n.s.
C01931	L-Lysyl-tRNA	0.0	n.s.
C00315	Spermidine	0.0	n.s.
C00314	Pyridoxine	0.0	n.s.
C00090	Catechol	0.0	n.s.
C00091	Succinyl-CoA	0.0	n.s.
C00092	D-Glucose_6-phosphate	0.0	n.s.
C00093	sn-Glycerol_3-phosphate	0.0	n.s.
C02593	Tetradecanoyl-CoA	0.0	n.s.
C00095	D-Fructose	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C14099	2-Naphthaldehyde	0.0	n.s.
C06311	Galactitol_1-phosphate	0.0	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	0.0	n.s.
C14090	1-Naphthaldehyde	0.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0.0	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C11941	Pinocarveol	0.0	n.s.
C04732	5-Amino-6-(1-D-ribitylamino)uracil	0.0	n.s.
C06193	Guanosine_3'-phosphate	0.0	n.s.
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	0.0	n.s.
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	0.0	n.s.
C11947	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	0.0	n.s.
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	0.0	n.s.
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	0.0	n.s.
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C06427	(9Z,12Z,15Z)-Octadecatrienoic_acid	0.0	n.s.
C05775	alpha-Ribazole	0.0	n.s.
C03069	3-Methylcrotonyl-CoA	0.0	n.s.
C00870	4-Nitrophenol	0.0	n.s.
C05778	Sirohydrochlorin	0.0	n.s.
C03063	2-Oxohept-3-enedioate	0.0	n.s.
C05762	3-Oxohexadecanoyl-[acp]	0.0	n.s.
C00166	Phenylpyruvate	0.0	n.s.
C00167	UDP-glucuronate	0.0	n.s.
C00160	Glycolate	0.0	n.s.
C00163	Propanoate	0.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	0.0	n.s.
C03267	beta-D-Fructose_2-phosphate	0.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	0.0	n.s.
C00168	Hydroxypyruvate	0.0	n.s.
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	0.0	n.s.
C02047	L-Leucyl-tRNA	-1.585	<0.05
C14787	(1S,2R)-Naphthalene_1,2-oxide	0.0	n.s.
C14786	(1R,2S)-Naphthalene_1,2-oxide	0.0	n.s.
C03082	4-Phospho-L-aspartate	0.0	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C16205	Anthracene-9,10-dihydrodiol	0.0	n.s.
C20396	Methylphosphonate	0.0	n.s.
C00341	Geranyl_diphosphate	0.0	n.s.
C00861	L-Rhamnulose	0.0	n.s.
C00860	L-Histidinol	0.0	n.s.
C02962	D-Allose_6-phosphate	0.0	n.s.
C00864	Pantothenate	0.0	n.s.
C14856	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C04501	N-Acetyl-alpha-D-glucosamine_1-phosphate	0.0	n.s.
C01419	Cys-Gly	0.0	n.s.
C16186	L-Ascorbate_6-phosphate	0.0	n.s.
C12214	Aminofructose_6-phosphate	0.0	n.s.
C01144	(S)-3-Hydroxybutanoyl-CoA	0.0	n.s.
C01146	2-Hydroxy-3-oxopropanoate	0.0	n.s.
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C12448	Ecgonine_methyl_ester	0.0	n.s.
C14802	1-Nitronaphthalene-7,8-oxide	0.0	n.s.
C06510	Adenosine-GDP-cobinamide	0.0	n.s.
C03561	(R)-3-Hydroxybutanoyl-CoA	0.0	n.s.
C07090	Protoanemonin	0.0	n.s.
C04242	5-Fluorodeoxyuridine_monophosphate	0.0	n.s.
C03406	N-(L-Arginino)succinate	0.0	n.s.
C05512	Deoxyinosine	0.0	n.s.
C04186	5-Carboxymethyl-2-hydroxymuconate	0.0	n.s.
C07645	Aldophosphamide	0.0	n.s.
C02350	(S)(+)-Allantoin	0.0	n.s.
C07648	Thioguanine	0.0	n.s.
C07649	5-FU	0.0	n.s.
C02353	2',3'-Cyclic_AMP	0.0	n.s.
C00327	L-Citrulline	0.0	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0.0	n.s.
C05268	(S)-Hydroxyhexanoyl-CoA	0.0	n.s.
C05269	3-Oxohexanoyl-CoA	0.0	n.s.
C05264	(S)-Hydroxydecanoyl-CoA	0.0	n.s.
C03232	3-Phosphonooxypyruvate	0.0	n.s.
C05266	(S)-3-Hydroxyoctanoyl-CoA	0.0	n.s.
C07838	D-glycero-beta-D-manno-Heptose_1-phosphate	0.0	n.s.
C05260	(S)-3-Hydroxytetradecanoyl-CoA	0.0	n.s.
C05261	3-Oxotetradecanoyl-CoA	0.0	n.s.
C05262	(S)-3-Hydroxydodecanoyl-CoA	0.0	n.s.
C05263	3-Oxododecanoyl-CoA	0.0	n.s.
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl_glutathione	0.0	n.s.
C00269	CDP-diacylglycerol	0.0	n.s.
C14863	2-(S-Glutathionyl)acetyl_glutathione	0.0	n.s.
C14864	S-(2-Chloroacetyl)glutathione	0.0	n.s.
C00507	L-Rhamnose	0.0	n.s.
C13624	Bisphenol_A	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	0.0	n.s.
C13629	1,2-Bis(4-hydroxyphenyl)-2-propanol	0.0	n.s.
C16216	3-Oxostearoyl-CoA	0.0	n.s.
C00267	alpha-D-Glucose	0.0	n.s.
C01165	L-Glutamate_5-semialdehyde	0.0	n.s.
C00469	Ethanol	0.0	n.s.
C14839	Bromobenzene-3,4-oxide	0.0	n.s.
C18242	2,3,5-Trichlorodienelactone	0.0	n.s.
C00461	Chitin	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C12835	2,5-Dichloro-4-oxohex-2-enedioate	0.0	n.s.
C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide	0.0	n.s.
C00286	dGTP	0.0	n.s.
C00283	Hydrogen_sulfide	0.0	n.s.
C16391	Trinitrotoluene	0.0	n.s.
C00320	Thiosulfate	0.0	n.s.
C00288	HCO3-	0.0	n.s.
C05427	Phytyl_diphosphate	0.0	n.s.
C18243	2,3,5-Trichloromaleylacetate	0.0	n.s.
C00063	CTP	0.0	n.s.
C04431	cis-4-Carboxymethylenebut-2-en-4-olide	0.0	n.s.
C01563	Carbamate	0.0	n.s.
C05938	L-4-Hydroxyglutamate_semialdehyde	0.0	n.s.
C04052	5-Carboxy-2-oxohept-3-enedioate	0.0	n.s.
C02262	D-Galactosamine	0.0	n.s.
C02265	D-Phenylalanine	0.0	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	0.0	n.s.
C01367	3'-AMP	0.0	n.s.
C11583	4-Glutathionyl_cyclophosphamide	0.0	n.s.
C00219	Arachidonate	0.0	n.s.
C00601	Phenylacetaldehyde	0.0	n.s.
C00217	D-Glutamate	0.0	n.s.
C00214	Thymidine	0.0	n.s.
C01168	Pseudouridine_5'-phosphate	0.0	n.s.
C00212	Adenosine	0.0	n.s.
C13309	2-Phytyl-1,4-naphthoquinone	0.0	n.s.
C00575	3',5'-Cyclic_AMP	0.0	n.s.
C00036	Oxaloacetate	0.0	n.s.
C05841	Nicotinate_D-ribonucleoside	0.0	n.s.
C00035	GDP	-0.322	<0.05
C00032	Heme	0.0	n.s.
C00033	Acetate	0.0	n.s.
C00031	D-Glucose	0.0	n.s.
C00137	myo-Inositol	0.0	n.s.
C00136	Butanoyl-CoA	0.0	n.s.
C02814	Benzene-1,2,4-triol	0.0	n.s.
C00134	Putrescine	0.0	n.s.
C00133	D-Alanine	0.0	n.s.
C05931	N-Succinyl-L-glutamate	0.0	n.s.
C05993	Acetyl_adenylate	0.0	n.s.
C03221	2-trans-Dodecenoyl-CoA	0.0	n.s.
C02723	N-Methylputrescine	0.0	n.s.
C05730	Glutathionylspermidine	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	0.0	n.s.
C00042	Succinate	0.0	n.s.
C00041	L-Alanine	0.0	n.s.
C00040	Acyl-CoA	0.0	n.s.
C00047	L-Lysine	0.0	n.s.
C00046	RNA	0.0	n.s.
C05280	cis,cis-3,6-Dodecadienoyl-CoA	0.0	n.s.
C00044	GTP	0.0	n.s.
C00793	D-Cysteine	0.0	n.s.
C00049	L-Aspartate	-0.203	n.s.
C00048	Glyoxylate	-8.882	<0.05
C02642	3-Ureidopropionate	0.0	n.s.
C06481	L-Seryl-tRNA(Sec)	0.0	n.s.
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	0.0	n.s.
C06482	L-Selenocysteinyl-tRNA(Sec)	0.0	n.s.
C14899	3-Dehydro-L-gulonate_6-phosphate	0.0	n.s.
C00312	L-Xylulose	0.0	n.s.
C04230	1-Acyl-sn-glycero-3-phosphocholine	0.0	n.s.
C04233	2-Acyl-sn-glycero-3-phosphocholine	0.0	n.s.
C01101	L-Ribulose_5-phosphate	0.0	n.s.
C01100	L-Histidinol_phosphate	0.0	n.s.
C01103	Orotidine_5'-phosphate	0.0	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	0.0	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	0.0	n.s.
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	0.0	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	0.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	0.0	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	0.0	n.s.
C06001	(S)-3-Hydroxyisobutyrate	0.0	n.s.
C06000	(S)-3-Hydroxyisobutyryl-CoA	0.0	n.s.
C06002	(S)-Methylmalonate_semialdehyde	0.0	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	0.0	n.s.
C06006	(S)-2-Aceto-2-hydroxybutanoate	0.0	n.s.
C16565	Aminopropylcadaverine	0.0	n.s.
C18216	4-Hydroxyphenyl-4-hydroxybenzoate	0.0	n.s.
C18215	Bis(4-hydroxyphenyl)methanol	0.0	n.s.
C00603	(-)-Ureidoglycolate	0.0	n.s.
C05345	beta-D-Fructose_6-phosphate	0.0	n.s.
C00222	3-Oxopropanoate	0.0	n.s.
C00819	D-Glutamine	0.0	n.s.
C00424	(S)-Lactaldehyde	0.0	n.s.
C00429	5,6-Dihydrouracil	0.0	n.s.
C11472	D-glycero-beta-D-manno-Heptose_1,7-bisphosphate	0.0	n.s.
C01031	S-Formylglutathione	0.0	n.s.
C00817	D-Altronate	0.0	n.s.
C03451	(R)-S-Lactoylglutathione	0.0	n.s.
C05840	Iminoaspartate	0.0	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	0.0	n.s.
C06676	4-Sulfolactone	0.0	n.s.
C06398	ADP-L-glycero-beta-D-manno-heptose	0.0	n.s.
C15809	Iminoglycine	0.0	n.s.
C00380	Cytosine	0.0	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	0.0	n.s.
C03912	(S)-1-Pyrroline-5-carboxylate	0.0	n.s.
C01092	8-Amino-7-oxononanoate	0.0	n.s.
C00253	Nicotinate	0.0	n.s.
C00250	Pyridoxal	0.0	n.s.
C00251	Chorismate	0.0	n.s.
C00256	(R)-Lactate	0.0	n.s.
C00257	D-Gluconic_acid	0.0	n.s.
C00254	Prephenate	0.0	n.s.
C00255	Riboflavin	0.0	n.s.
C00392	Mannitol	0.0	n.s.
C00258	D-Glycerate	0.0	n.s.
C00259	L-Arabinose	0.0	n.s.
C05332	Phenethylamine	0.0	n.s.
C00395	Penicillin	0.0	n.s.
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	0.0	n.s.
C01081	Thiamin_monophosphate	0.0	n.s.
C01083	alpha,alpha-Trehalose	0.0	n.s.
C00559	Deoxyadenosine	0.0	n.s.
C00558	D-Tagaturonate	0.0	n.s.
C00492	Raffinose	0.0	n.s.
C16388	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA	0.0	n.s.
C00555	4-Aminobutyraldehyde	0.0	n.s.
C00886	L-Alanyl-tRNA	0.0	n.s.
C00885	Isochorismate	0.0	n.s.
C01322	RX	0.0	n.s.
C00498	ADP-glucose	0.0	n.s.
C00499	Allantoate	0.0	n.s.
C00881	Deoxycytidine	0.0	n.s.
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	0.0	n.s.
C00078	L-Tryptophan	0.0	n.s.
C00079	L-Phenylalanine	0.0	n.s.
C00072	Ascorbate	0.0	n.s.
C00073	L-Methionine	0.0	n.s.
C00071	Aldehyde	0.0	n.s.
C00077	L-Ornithine	0.0	n.s.
C00074	Phosphoenolpyruvate	0.0	n.s.
C00075	UTP	0.0	n.s.
C00094	Sulfite	0.0	n.s.
C06397	ADP-D-glycero-beta-D-manno-heptose	0.0	n.s.
C00130	IMP	0.0	n.s.
C00279	D-Erythrose_4-phosphate	0.0	n.s.
C01344	dIDP	0.0	n.s.
C00085	D-Fructose_6-phosphate	0.0	n.s.
C00084	Acetaldehyde	0.0	n.s.
C02355	2',3'-Cyclic_UMP	0.0	n.s.
C00082	L-Tyrosine	0.0	n.s.
C00081	ITP	0.0	n.s.
C10858	Ecgonine	0.0	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	0.0	n.s.
C00879	D-Galactarate	0.0	n.s.
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	0.0	n.s.
C00089	Sucrose	0.0	n.s.
C00088	Nitrite	0.0	n.s.
C01888	Aminoacetone	0.0	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	0.0	n.s.
C02191	Protoporphyrin	0.0	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	0.0	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	n.s.
C00679	5-Dehydro-4-deoxy-D-glucarate	0.0	n.s.
C00106	Uracil	0.0	n.s.
C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine	0.0	n.s.
C00104	IDP	0.0	n.s.
C00105	UMP	0.0	n.s.
C00103	D-Glucose_1-phosphate	0.0	n.s.
C00100	Propanoyl-CoA	0.0	n.s.
C00101	Tetrahydrofolate	0.0	n.s.
C14859	Chloroacetyl_chloride	0.0	n.s.
C16153	UDP-L-Ara4N	0.0	n.s.
C00109	2-Oxobutanoate	0.0	n.s.
C16200	Phenylboronic_acid	0.0	n.s.
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	0.0	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	-4.907	<0.05
C05764	Hexadecanoyl-[acp]	0.0	n.s.
C05766	Uroporphyrinogen_I	0.0	n.s.
C05761	Tetradecanoyl-[acp]	0.0	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	0.0	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	0.0	n.s.
C03175	Shikimate_3-phosphate	0.0	n.s.
C05600	2-Hydroxyhepta-2,4-dienedioate	0.0	n.s.
C00361	dGDP	0.0	n.s.
C05768	Coproporphyrinogen_I	0.0	n.s.
C00173	Acyl-[acyl-carrier_protein]	0.0	n.s.
C00170	5'-Methylthioadenosine	0.0	n.s.
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	0.0	n.s.
C02992	L-Threonyl-tRNA(Thr)	0.0	n.s.
C00179	Agmatine	0.0	n.s.
C00178	Thymine	0.0	n.s.
C02995	Maltose_6'-phosphate	0.0	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	n.s.
C03090	5-Phosphoribosylamine	0.0	n.s.
C07086	Phenylacetic_acid	0.0	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	n.s.
C18310	3-Chloro-2-methylmaleylacetate	0.0	n.s.
