Compound_code	Metabolite_name	Importance_score	p_value
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0.0	n.s.
C05528	3-Sulfopyruvate	0.0	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	0.0	n.s.
C16242	Cobalt-precorrin_5A	0.0	n.s.
C16243	Cobalt-precorrin_5B	0.0	n.s.
C00149	(S)-Malate	0.0	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C02430	L-Methionyl-tRNA	0.0	n.s.
C14819	Fe3+	0.0	n.s.
C14818	Fe2+	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C01081	Thiamin_monophosphate	0.0	n.s.
C00438	N-Carbamoyl-L-aspartate	0.0	n.s.
C06126	Digalactosylceramide	0.0	n.s.
C01181	4-Trimethylammoniobutanoate	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0.0	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	0.0	n.s.
C06128	GM4	0.0	n.s.
C00491	L-Cystine	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	0.0	n.s.
C15813	C15813	0.0	n.s.
C15810	C15810	0.0	n.s.
C15811	[Enzyme]-cysteine	0.0	n.s.
C15814	C15814	0.0	n.s.
C15815	C15815	0.0	n.s.
C16688	Sucrose_6-phosphate	0.0	n.s.
C05752	Octanoyl-[acp]	0.0	n.s.
C00794	D-Sorbitol	0.0	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	0.0	n.s.
C03920	2-(Methylthio)ethanesulfonate	0.0	n.s.
C00791	Creatinine	0.0	n.s.
C00506	L-Cysteate	0.0	n.s.
C00507	L-Rhamnose	0.0	n.s.
C00227	Acetyl_phosphate	0.0	n.s.
C00226	Primary_alcohol	0.0	n.s.
C00222	3-Oxopropanoate	0.0	n.s.
C00221	beta-D-Glucose	0.0	n.s.
C00385	Xanthine	0.0	n.s.
C00387	Guanosine	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C02505	2-Phenylacetamide	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C16396	2,4-Diamino-6-nitrotoluene	0.0	n.s.
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C16399	2,4-Diamino-6-hydroxylaminotoluene	0.0	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	0.0	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	0.0	n.s.
C05838	cis-2-Hydroxycinnamate	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00008	ADP	0.0	n.s.
C00007	Oxygen	0.0	n.s.
C00006	NADP+	0.0	n.s.
C00005	NADPH	0.0	n.s.
C00003	NAD+	0.0	n.s.
C00002	ATP	0.0	n.s.
C00369	Starch	0.0	n.s.
C05703	Methaneselenol	0.0	n.s.
C00376	Retinal	0.0	n.s.
C02527	Butanoylphosphate	0.0	n.s.
C03586	2-Oxo-2,3-dihydrofuran-5-acetate	0.0	n.s.
C16619	6-Thioguanosine_monophosphate	0.0	n.s.
C11062	4-Hydroxybutyryl-CoA	0.0	n.s.
C02612	(R)-2-Methylmalate	0.0	n.s.
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	0.0	n.s.
C16614	6-Methylmercaptopurine	0.0	n.s.
C03742	(S)-4-Hydroxymandelonitrile	0.0	n.s.
C00645	N-Acetyl-D-mannosamine	0.0	n.s.
C00099	beta-Alanine	0.0	n.s.
C00311	Isocitrate	0.0	n.s.
C00310	D-Xylulose	0.0	n.s.
C00641	1,2-Diacyl-sn-glycerol	0.0	n.s.
C00315	Spermidine	0.0	n.s.
C01528	Hydrogen_selenide	0.0	n.s.
C00091	Succinyl-CoA	0.0	n.s.
C00760	Cellulose	0.0	n.s.
C00093	sn-Glycerol_3-phosphate	0.0	n.s.
C00094	Sulfite	0.0	n.s.
C00095	D-Fructose	0.0	n.s.
C00154	Palmitoyl-CoA	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C14099	2-Naphthaldehyde	0.0	n.s.
C00433	2,5-Dioxopentanoate	0.0	n.s.
C14090	1-Naphthaldehyde	0.0	n.s.
C00378	Thiamine	0.0	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	0.0	n.s.
C03232	3-Phosphonooxypyruvate	0.0	n.s.
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C05172	Selenophosphoric_acid	0.0	n.s.
C00184	Glycerone	0.0	n.s.
C05774	Cobinamide	0.0	n.s.
C05772	Precorrin_3A	0.0	n.s.
C05773	Cobyrinate	0.0	n.s.
C00870	4-Nitrophenol	0.0	n.s.
C00166	Phenylpyruvate	0.0	n.s.
C00167	UDP-glucuronate	0.0	n.s.
C00160	Glycolate	0.0	n.s.
C03794	N6-(1,2-Dicarboxyethyl)-AMP	0.0	n.s.
C00162	Fatty_acid	0.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	0.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	0.0	n.s.
C00168	Hydroxypyruvate	0.0	n.s.
C00169	Carbamoyl_phosphate	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
C03082	4-Phospho-L-aspartate	0.0	n.s.
C20251	1-Keto-D-chiro-inositol	0.0	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	0.0	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	0.0	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C00861	L-Rhamnulose	0.0	n.s.
C00860	L-Histidinol	0.0	n.s.
C00862	Methanofuran	0.0	n.s.
C02962	D-Allose_6-phosphate	0.0	n.s.
C00864	Pantothenate	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C00906	5,6-Dihydrothymine	0.0	n.s.
C04832	Coenzyme_M_7-mercaptoheptanoylthreonine-phosphate_heterodisulfide	0.0	n.s.
C01419	Cys-Gly	0.0	n.s.
C03360	4-Nitrophenyl_phosphate	0.0	n.s.
C01149	4-Trimethylammoniobutanal	0.0	n.s.
C01412	Butanal	0.0	n.s.
C01146	2-Hydroxy-3-oxopropanoate	0.0	n.s.
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C03561	(R)-3-Hydroxybutanoyl-CoA	0.0	n.s.
C08325	Amygdalin	0.0	n.s.
C03402	L-Asparaginyl-tRNA(Asn)	0.0	n.s.
C17962	Demethylphosphinothricin	0.0	n.s.
C03406	N-(L-Arginino)succinate	0.0	n.s.
C05512	Deoxyinosine	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C07645	Aldophosphamide	0.0	n.s.
C07648	Thioguanine	0.0	n.s.
C07649	5-FU	0.0	n.s.
C00593	Sulfoacetaldehyde	0.0	n.s.
C05519	L-Allothreonine	0.0	n.s.
C00288	HCO3-	0.0	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0.0	n.s.
C00691	2,4,6/3,5-Pentahydroxycyclohexanone	0.0	n.s.
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	0.0	n.s.
C18096	D-Allulose_6-phosphate	0.0	n.s.
C00269	CDP-diacylglycerol	0.0	n.s.
C00498	ADP-glucose	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	0.0	n.s.
C11538	Cobalt-sirohydrochlorin	0.0	n.s.
C00504	Folate	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	0.0	n.s.
C00508	L-Ribulose	0.0	n.s.
C16216	3-Oxostearoyl-CoA	0.0	n.s.
C00267	alpha-D-Glucose	0.0	n.s.
C00266	Glycolaldehyde	0.0	n.s.
C00469	Ethanol	0.0	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C03319	dTDP-6-deoxy-L-mannose	0.0	n.s.
C00328	L-Kynurenine	0.0	n.s.
C00286	dGTP	0.0	n.s.
C00283	Hydrogen_sulfide	0.0	n.s.
C01962	Thiocysteine	0.0	n.s.
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C01563	Carbamate	0.0	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	0.0	n.s.
C04053	5-Dehydro-4-deoxy-D-glucuronate	0.0	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	0.0	n.s.
C00217	D-Glutamate	0.0	n.s.
C00844	Prunasin	0.0	n.s.
C00212	Adenosine	0.0	n.s.
C05796	Galactan	0.0	n.s.
C00606	3-Sulfino-L-alanine	0.0	n.s.
C00036	Oxaloacetate	0.0	n.s.
C05841	Nicotinate_D-ribonucleoside	0.0	n.s.
C00035	GDP	0.0	n.s.
C00033	Acetate	0.0	n.s.
C00031	D-Glucose	0.0	n.s.
C00136	Butanoyl-CoA	0.0	n.s.
C00135	L-Histidine	0.0	n.s.
C00134	Putrescine	0.0	n.s.
C00133	D-Alanine	0.0	n.s.
C00132	Methanol	0.0	n.s.
C05635	5-Hydroxyindoleacetate	0.0	n.s.
