KO_code	Transcripts
K03637	0.0
K17686	898.0
K03631	618.0
K03630	353.0
permease_component	434.0
K03639	0.0
K03315	378.0
K02314	510.0
K02316	1721.0
GPH_family	249.0
K02313	380.0
K06168	0.0
K06287	0.0
K06286	754.0
K08483	6337.0
K00262	594.0
K00266	0.0
K02435	433.0
K05366	1112.0
K02996	2165.0
K06041	0.0
K03530	29176.0
K05846	345.0
K05847	292.0
K04083	239.0
K06962	418.0
K01998	0.0
K01999	0.0
K04086	3322.0
K02017	0.0
K01992	10800.0
K01990	5916.0
K01996	0.0
K01997	0.0
K01995	0.0
K02015	395.0
K00989	0.0
IIC_component	480.0
K11754	258.0
K01515	687.0
K01512	0.0
K01104	922.0
K11753	189.0
K00981	603.0
K01299	0.0
K00868	4327.0
K07010	3311.0
K08161	259.0
K00863	728.0
K02011	0.0
K00865	263.0
K00864	1710.0
K00867	650.0
K03977	350.0
K01193	755.0
K01190	663.0
K05601	0.0
K02926	1398.0
K01126	535.0
K02823	0.0
K14540	1580.0
K02279	0.0
K03436	614.0
K09790	5088.0
K00656	77576.0
K11991	918.0
K00215	657.0
K01560	2289.0
K02038	2011.0
K02039	2649.0
K01740	0.0
K12269	775.0
K02030	1261.0
K02031	0.0
K02032	287.0
K02033	377.0
K02034	373.0
K02035	1326.0
K02036	4855.0
K02037	1809.0
K00600	1358.0
K00917	0.0
K00602	189.0
K07095	1735.0
K00604	517.0
K00609	267.0
K01226	611.0
K01421	667.0
K00919	265.0
K01588	252.0
K01424	200.0
K01425	0.0
K07560	755.0
K09698	1364.0
K03215	514.0
K07567	0.0
K07566	277.0
K07568	390.0
K16555	0.0
K03671	5217.0
mature_Fap1_export_and_glycosylation,gap1	776.0
K07393	616.0
K07391	0.0
K06997	0.0
K03596	589.0
K03218	463.0
K03590	918.0
K03458	0.0
K02519	1430.0
K02103	258.0
K03455	268.0
K02108	2042.0
K02109	2055.0
K02510	0.0
K01736	0.0
K01737	0.0
K01929	281.0
K01928	1235.0
K01733	525.0
K01639	426.0
K01923	130.0
K01636	3164.0
K01921	5115.0
K12267	0.0
K01926	256.0
K01738	2634.0
K01924	454.0
K07024	1566.0
K07025	0.0
K00048	0.0
K07023	341.0
K03522	0.0
K07029	2246.0
K05946	574.0
K06416	0.0
K03523	330.0
K05340	183.0
K03525	0.0
K03524	207.0
K06942	524.0
K03526	0.0
K03529	222.0
K02429	0.0
K02428	1546.0
K06948	436.0
K06949	778.0
K07141	0.0
K02499	0.0
K09134	198.0
K07460	0.0
K08998	961.0
K09761	254.0
K02358	11609.0
K09762	465.0
K09765	304.0
K09767	0.0
K01810	2663.0
K10254	6386.0
K02355	3003.0
K02357	3468.0
K02356	0.0
K04047	18183.0
K00134	21305.0
K00133	758.0
K04042	614.0
K01958	1444.0
K01956	409.0
K03892	803.0
K01952	360.0
K01953	1216.0
K01950	0.0
K01951	852.0
K00782	3618.0
K12308	1406.0
K00784	840.0
K07736	0.0
K00036	928.0
K07739	0.0
K03290	253.0
K03297	191.0
K00033	2412.0
K00030	0.0
K00426	9779.0
K03073	0.0
K03697	271.0
K03070	3660.0
K01258	934.0
K01809	501.0
K00783	378.0
K01256	142.0
AcrR_family	194.0
K01250	1352.0
K13993	4519.0
K01624	27924.0
K07478	580.0
K03177	194.0
K06442	578.0
K05896	451.0
and_HSP90-like_ATPase.	0.0
K08234	535.0
biotin_carboxylase	523.0
K03187	225.0
K00554	332.0
K00557	341.0
K03489	790.0
K12270	752.0
K12574	888.0
K00558	0.0
K03189	571.0
K12573	405.0
K01073	568.0
K01876	637.0
K01077	573.0
K07223	2474.0
K01879	220.0
K10773	302.0
K00817	0.0
K00951	609.0
K03500	498.0
K00954	952.0
K16013	1307.0
K08300	0.0
K08302	0.0
K08303	0.0
K03486	302.0
K02532	157.0
K06967	295.0
K06180	1419.0
K11755	0.0
IIA_component	0.0
K06183	597.0
K11717	944.0
K06187	871.0
K01493	199.0
K15342	0.0
K01491	451.0
K16511	2850.0
K01495	0.0
K01494	0.0
K02825	1041.0
K03550	384.0
K03551	395.0
K03553	767.0
K03555	335.0
K06910	143.0
K03284	0.0
K00773	457.0
K01779	582.0
K15580	4927.0
K05985	196.0
K01770	0.0
K02781	2660.0
K01776	857.0
K01478	0.0
K01775	981.0
