Compound_code	Metabolite_name	Importance_score	p_value
C00106	Uracil	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00123	L-Leucine	0.0	n.s.
C00344	Phosphatidylglycerol	1.0	<0.05
C00020	AMP	0.0	n.s.
C00360	dAMP	0.0	n.s.
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	0.0	n.s.
C00144	GMP	0.0	n.s.
C01762	Xanthosine	0.0	n.s.
C16633	5-Fluorouridine	0.0	n.s.
C00105	UMP	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00021	S-Adenosyl-L-homocysteine	0.0	n.s.
C02554	L-Valyl-tRNA(Val)	0.0	n.s.
C00155	L-Homocysteine	0.0	n.s.
C00239	dCMP	0.0	n.s.
C16675	7-Aminomethyl-7-carbaguanine	0.0	n.s.
C00259	L-Arabinose	5.0	<0.05
C03150	Nicotinamide-beta-riboside	0.0	n.s.
C00055	CMP	0.0	n.s.
C00559	Deoxyadenosine	0.0	n.s.
C00330	Deoxyguanosine	0.0	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	n.s.
C00885	Isochorismate	0.0	n.s.
C00475	Cytidine	0.0	n.s.
C00212	Adenosine	0.0	n.s.
C00455	Nicotinamide_D-ribonucleotide	0.0	n.s.
C00881	Deoxycytidine	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C00036	Oxaloacetate	0.0	n.s.
C05841	Nicotinate_D-ribonucleoside	0.0	n.s.
C00294	Inosine	0.0	n.s.
C05980	Cardiolipin	-1.0	<0.05
C00019	S-Adenosyl-L-methionine	0.0	n.s.
C07649	5-FU	0.0	n.s.
C00135	L-Histidine	0.0	n.s.
C20248	7-Carboxy-7-carbaguanine	0.0	n.s.
C00133	D-Alanine	0.0	n.s.
C00149	(S)-Malate	0.0	n.s.
C00299	Uridine	0.0	n.s.
C00979	O-Acetyl-L-serine	0.0	n.s.
C00251	Chorismate	0.0	n.s.
C01077	O-Acetyl-L-homoserine	0.0	n.s.
C00130	IMP	0.0	n.s.
C00214	Thymidine	0.0	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	0.0	n.s.
C00269	CDP-diacylglycerol	1.0	<0.05
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	0.0	n.s.
C00246	Butanoic_acid	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C15996	7-Cyano-7-carbaguanine	0.0	n.s.
C00508	L-Ribulose	-5.0	<0.05
C00387	Guanosine	0.0	n.s.
C00041	L-Alanine	0.0	n.s.
C00655	Xanthosine_5'-phosphate	0.0	n.s.
C02988	L-Histidyl-tRNA(His)	0.0	n.s.
C02527	Butanoylphosphate	0.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	-1.0	<0.05
C00049	L-Aspartate	1.0	<0.05
C00183	L-Valine	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
