Compound_code	Metabolite_name	Indegree	Outdegree
C05528	3-Sulfopyruvate	1	0
C05527	3-Sulfinylpyruvate	1	1
C00149	(S)-Malate	1	10
C00944	3-Dehydroquinate	4	4
C02430	L-Methionyl-tRNA	1	1
C00437	N-Acetylornithine	4	5
C00438	N-Carbamoyl-L-aspartate	4	1
C00826	L-Arogenate	0	1
C00534	Pyridoxamine	1	1
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	2	2
C01185	Nicotinate_D-ribonucleotide	0	5
C15812	[Enzyme]-S-sulfanylcysteine	1	1
C15813	C15813	1	1
C15811	[Enzyme]-cysteine	0	1
C15814	C15814	1	1
C05796	Galactan	0	1
C05791	D-Urobilinogen	1	0
C00015	UDP	2	1
C16219	3-Oxostearoyl-[acp]	0	3
C00227	Acetyl_phosphate	13	2
C00221	beta-D-Glucose	11	3
C00385	Xanthine	1	2
C00387	Guanosine	2	0
C02504	alpha-Isopropylmalate	4	7
C00229	Acyl-carrier_protein	1	0
C00881	Deoxycytidine	1	0
C00546	Methylglyoxal	1	0
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	0	4
C05838	cis-2-Hydroxycinnamate	4	0
C00364	dTMP	0	3
C00365	dUMP	3	1
C00362	dGMP	2	1
C00363	dTDP	2	0
C00360	dAMP	1	3
C00008	ADP	3	1
C00006	NADP+	0	1
C00005	NADPH	1	0
C00003	NAD+	1	0
C00002	ATP	0	8
C00369	Starch	2	7
C05703	Methaneselenol	1	0
C16619	6-Thioguanosine_monophosphate	2	0
C16618	6-Thioxanthine_5'-monophosphate	1	1
C02612	(R)-2-Methylmalate	0	5
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	1	0
C16614	6-Methylmercaptopurine	0	1
C03742	(S)-4-Hydroxymandelonitrile	2	0
C00312	L-Xylulose	0	1
C00311	Isocitrate	8	14
C00641	1,2-Diacyl-sn-glycerol	1	1
C01931	L-Lysyl-tRNA	1	0
C00314	Pyridoxine	0	2
C00091	Succinyl-CoA	1	0
C00760	Cellulose	1	6
C02226	2-Methylmaleate	6	4
C00095	D-Fructose	1	0
C00097	L-Cysteine	3	4
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0	3
C00077	L-Ornithine	4	4
C06196	2'-Deoxyinosine_5'-phosphate	1	0
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	2	4
C06193	Guanosine_3'-phosphate	1	0
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	5	1
C05172	Selenophosphoric_acid	2	1
C00166	Phenylpyruvate	10	9
C00160	Glycolate	3	0
C00163	Propanoate	0	1
C02984	L-Aspartyl-tRNA(Asp)	1	0
C02987	L-Glutamyl-tRNA(Glu)	4	0
C03263	Coproporphyrinogen_III	0	3
C02047	L-Leucyl-tRNA	1	0
C03082	4-Phospho-L-aspartate	8	0
