Compound_code	Metabolite_name	Importance_score	p_value
C05528	3-Sulfopyruvate	-7.581	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00027	Hydrogen_peroxide	-8.867	<0.05
C02876	Propanoyl_phosphate	-5.375	n.s.
C16242	Cobalt-precorrin_5A	-2.807	n.s.
C16243	Cobalt-precorrin_5B	-2.585	n.s.
C00149	(S)-Malate	1.222	n.s.
C00944	3-Dehydroquinate	-3.7	n.s.
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	5.129	n.s.
C02430	L-Methionyl-tRNA	-5.129	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	-7.011	n.s.
C14819	Fe3+	-7.794	<0.05
C14818	Fe2+	7.794	<0.05
C00431	5-Aminopentanoate	-10.836	<0.05
C00437	N-Acetylornithine	1.0	n.s.
C01451	Salicin	2.322	n.s.
C00438	N-Carbamoyl-L-aspartate	-4.358	n.s.
C00826	L-Arogenate	3.807	n.s.
C00534	Pyridoxamine	0.0	n.s.
C00469	Ethanol	9.569	<0.05
C01181	4-Trimethylammoniobutanoate	-3.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	3.0	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	5.833	n.s.
C01185	Nicotinate_D-ribonucleotide	5.7	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	-6.644	n.s.
C15813	C15813	0.0	n.s.
C15810	C15810	0.0	n.s.
C15811	[Enzyme]-cysteine	7.17	n.s.
C15814	C15814	0.0	n.s.
C15815	C15815	-0.585	n.s.
C16688	Sucrose_6-phosphate	0.0	n.s.
C00493	Shikimate	0.341	n.s.
C05752	Octanoyl-[acp]	6.755	n.s.
C00794	D-Sorbitol	5.385	n.s.
C05840	Iminoaspartate	1.0	n.s.
C01089	(R)-3-Hydroxybutanoate	0.0	<0.05
C16219	3-Oxostearoyl-[acp]	-6.883	n.s.
C00227	Acetyl_phosphate	2.041	n.s.
C00226	Primary_alcohol	9.569	<0.05
C00222	3-Oxopropanoate	0.0	n.s.
C00221	beta-D-Glucose	4.858	n.s.
C00385	Xanthine	-5.245	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	6.755	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	6.943	n.s.
C00499	Allantoate	4.322	n.s.
C00380	Cytosine	0.0	n.s.
C16396	2,4-Diamino-6-nitrotoluene	7.879	n.s.
