Compound_code	Metabolite_name	Importance_score	p_value
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0.0	n.s.
C05528	3-Sulfopyruvate	0.0	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	0.0	n.s.
C00149	(S)-Malate	-0.077	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C05356	5(S)-HPETE	0.0	n.s.
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	0.0	n.s.
C02430	L-Methionyl-tRNA	0.0	n.s.
C15547	1,4-Dihydroxy-2-naphthoyl-CoA	0.0	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	0.0	n.s.
C14819	Fe3+	0.0	n.s.
C14818	Fe2+	0.0	n.s.
C00436	N-Carbamoylputrescine	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C00438	N-Carbamoyl-L-aspartate	0.0	n.s.
C00826	L-Arogenate	0.0	n.s.
C00535	Testosterone	0.0	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	0.0	n.s.
C00469	Ethanol	0.0	n.s.
C06125	Sulfatide	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0.0	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	0.0	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C00491	L-Cystine	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	0.0	n.s.
C05750	3-Oxooctanoyl-[acp]	0.0	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	0.0	n.s.
C15815	C15815	0.0	n.s.
C16216	3-Oxostearoyl-CoA	0.0	n.s.
C05796	Galactan	2.17	<0.05
C05791	D-Urobilinogen	0.0	n.s.
C00015	UDP	0.0	n.s.
C05659	5-Methoxytryptamine	0.0	n.s.
C00794	D-Sorbitol	0.0	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	0.0	n.s.
C00791	Creatinine	0.0	n.s.
C05557	Isopenicillin_N	0.0	n.s.
C05552	Biocytin	-2.322	<0.05
C00798	Formyl-CoA	0.0	n.s.
C00227	Acetyl_phosphate	0.0	n.s.
C00226	Primary_alcohol	0.0	n.s.
C00224	Adenylyl_sulfate	0.0	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	0.0	n.s.
C00221	beta-D-Glucose	0.0	n.s.
C00385	Xanthine	0.0	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	1.585	<0.05
C00380	Cytosine	0.0	n.s.
C15978	2-Methyl-1-hydroxybutyl-ThPP	0.0	n.s.
C00490	Itaconate	0.0	n.s.
C00881	Deoxycytidine	0.0	n.s.
C05759	3-Oxotetradecanoyl-[acp]	0.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C01368	3'-UMP	-1.0	n.s.
C00508	L-Ribulose	0.0	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	0.0	n.s.
C05838	cis-2-Hydroxycinnamate	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	0.0	n.s.
C00360	dAMP	0.0	n.s.
C00008	ADP	0.0	n.s.
C00007	Oxygen	0.0	n.s.
C00006	NADP+	4.858	<0.05
C00005	NADPH	-4.858	<0.05
C00003	NAD+	0.0	n.s.
C00002	ATP	1.495	n.s.
C00369	Starch	0.0	n.s.
C05703	Methaneselenol	0.0	n.s.
C00376	Retinal	0.0	n.s.
C16619	6-Thioguanosine_monophosphate	0.0	n.s.
C16618	6-Thioxanthine_5'-monophosphate	0.0	n.s.
C02612	(R)-2-Methylmalate	0.0	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	0.0	n.s.
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	0.0	n.s.
C16614	6-Methylmercaptopurine	0.0	n.s.
C03742	(S)-4-Hydroxymandelonitrile	0.0	n.s.
C00645	N-Acetyl-D-mannosamine	0.0	n.s.
C00099	beta-Alanine	0.0	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C00310	D-Xylulose	0.0	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	0.0	n.s.
C01931	L-Lysyl-tRNA	0.0	n.s.
C00315	Spermidine	0.0	n.s.
C00314	Pyridoxine	0.0	n.s.
C00091	Succinyl-CoA	-0.12	n.s.
C00760	Cellulose	0.0	n.s.
C00093	sn-Glycerol_3-phosphate	0.0	n.s.
C00094	Sulfite	-7.295	<0.05
C00095	D-Fructose	0.0	n.s.
C00096	GDP-mannose	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C14099	2-Naphthaldehyde	0.0	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	0.0	n.s.
C00071	Aldehyde	0.0	n.s.
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	0.0	n.s.
C14090	1-Naphthaldehyde	0.0	n.s.
C00189	Ethanolamine	0.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0.0	n.s.
C00378	Thiamine	0.0	n.s.
C06196	2'-Deoxyinosine_5'-phosphate	0.0	n.s.
C04732	5-Amino-6-(1-D-ribitylamino)uracil	0.0	n.s.
C06193	Guanosine_3'-phosphate	-1.0	n.s.
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	0.0	n.s.
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	0.0	n.s.
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0.0	n.s.
C06199	Hordenine	0.0	n.s.
C00828	Menaquinone	0.0	n.s.
C05774	Cobinamide	0.0	n.s.
C00185	Cellobiose	0.0	n.s.
C00870	4-Nitrophenol	0.0	n.s.
C03063	2-Oxohept-3-enedioate	0.0	n.s.
C00166	Phenylpyruvate	0.0	n.s.
C00167	UDP-glucuronate	0.0	n.s.
C02988	L-Histidyl-tRNA(His)	0.0	n.s.
C00180	Benzoate	0.0	n.s.
C00163	Propanoate	0.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	0.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	0.0	n.s.
C19878	D-glycero-alpha-D-manno-Heptose_7-phosphate	0.0	n.s.
C00169	Carbamoyl_phosphate	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
C06567	Penicilloic_acid	-1.0	n.s.
C00439	N-Formimino-L-glutamate	0.0	n.s.
C03082	4-Phospho-L-aspartate	0.0	n.s.
C04377	5,10-Methylenetetrahydromethanopterin	-1.0	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	0.0	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C00861	L-Rhamnulose	0.0	n.s.
C01063	6-Carboxyhexanoyl-CoA	0.0	n.s.
C00329	D-Glucosamine	0.0	n.s.
C02962	D-Allose_6-phosphate	0.0	n.s.
C00864	Pantothenate	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C01380	Ethylene_glycol	0.0	n.s.
C04832	Coenzyme_M_7-mercaptoheptanoylthreonine-phosphate_heterodisulfide	0.0	n.s.
C01419	Cys-Gly	0.0	n.s.
C03360	4-Nitrophenyl_phosphate	0.0	n.s.
C04932	Lipid_A_disaccharide	0.0	n.s.
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C06510	Adenosine-GDP-cobinamide	0.0	n.s.
C06041	Glycerophosphoglycoglycerolipid	-8.864	<0.05
C06040	Diglucosyl-diacylglycerol	8.864	<0.05
C08325	Amygdalin	0.0	n.s.
C03402	L-Asparaginyl-tRNA(Asn)	0.0	n.s.
C03406	N-(L-Arginino)succinate	0.0	n.s.
C05512	Deoxyinosine	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C07645	Aldophosphamide	0.0	n.s.
C07648	Thioguanine	0.0	n.s.
C07649	5-FU	0.0	n.s.
C05519	L-Allothreonine	0.0	n.s.
C02353	2',3'-Cyclic_AMP	1.0	n.s.
C01962	Thiocysteine	0.0	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0.0	n.s.
C00691	2,4,6/3,5-Pentahydroxycyclohexanone	0.0	n.s.
C07836	D-glycero-beta-D-manno-Heptose_7-phosphate	0.0	n.s.
C00695	Cholic_acid	0.0	n.s.
C03232	3-Phosphonooxypyruvate	0.0	n.s.
C18096	D-Allulose_6-phosphate	0.0	n.s.
C02354	2',3'-Cyclic_CMP	1.0	n.s.
C00269	CDP-diacylglycerol	0.0	n.s.
C00501	CDP-glucose	0.0	n.s.
C00506	L-Cysteate	0.0	n.s.
C00507	L-Rhamnose	0.0	n.s.
C18259	1-Methoxypyrene	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	0.0	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	0.0	n.s.
C11536	(2R)-O-Phospho-3-sulfolactate	0.0	n.s.
C00267	alpha-D-Glucose	-1.115	n.s.
C00266	Glycolaldehyde	0.0	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	0.0	n.s.
