Compound_code	Metabolite_name	Importance_score	p_value
C00024	Acetyl-CoA	0.28	<0.05
C00148	L-Proline	0.0	n.s.
C00026	2-Oxoglutarate	0.0	n.s.
C00101	Tetrahydrofolate	0.0	n.s.
C00063	CTP	1.585	<0.05
C00141	3-Methyl-2-oxobutanoic_acid	0.0	n.s.
C00064	L-Glutamine	0.0	n.s.
C00369	Starch	0.0	n.s.
C00680	meso-2,6-Diaminoheptanedioate	0.0	n.s.
C00123	L-Leucine	0.0	n.s.
C00044	GTP	0.0	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	0.0	n.s.
C03785	D-Tagatose_1,6-bisphosphate	0.0	n.s.
C00438	N-Carbamoyl-L-aspartate	0.0	n.s.
C00022	Pyruvate	0.0	n.s.
C01083	alpha,alpha-Trehalose	0.0	n.s.
C00019	S-Adenosyl-L-methionine	0.0	n.s.
C00091	Succinyl-CoA	0.0	n.s.
C00058	Formate	0.0	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	n.s.
C00011	CO2	1.0	n.s.
C00354	D-Fructose_1,6-bisphosphate	0.0	n.s.
C00111	Glycerone_phosphate	0.0	n.s.
C00073	L-Methionine	0.0	n.s.
C00152	L-Asparagine	0.0	n.s.
C00118	D-Glyceraldehyde_3-phosphate	9.572	<0.05
C00002	ATP	1.585	<0.05
C00666	LL-2,6-Diaminoheptanedioate	0.0	n.s.
C00075	UTP	1.585	<0.05
C05345	beta-D-Fructose_6-phosphate	0.0	n.s.
C00085	D-Fructose_6-phosphate	0.0	n.s.
C00084	Acetaldehyde	0.0	n.s.
C00234	10-Formyltetrahydrofolate	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00046	RNA	0.0	n.s.
C00189	Ethanolamine	0.0	n.s.
C02702	L-Prolyl-tRNA(Pro)	0.0	n.s.
C00049	L-Aspartate	0.0	n.s.
C00169	Carbamoyl_phosphate	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
