Compound_code	Metabolite_name	Importance_score	p_value
C05528	3-Sulfopyruvate	0.0	n.s.
C19589	Aflatoxin_B1_dialdehyde	0.0	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C02876	Propanoyl_phosphate	-1.0	n.s.
C16242	Cobalt-precorrin_5A	0.0	n.s.
C16243	Cobalt-precorrin_5B	0.0	n.s.
C00149	(S)-Malate	1.339	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C02430	L-Methionyl-tRNA	-2.322	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	0.0	n.s.
C14819	Fe3+	0.0	n.s.
C14818	Fe2+	0.0	n.s.
C00430	5-Aminolevulinate	0.0	n.s.
C07838	D-glycero-beta-D-manno-Heptose_1-phosphate	0.0	n.s.
C00436	N-Carbamoylputrescine	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C00438	N-Carbamoyl-L-aspartate	0.585	n.s.
C00439	N-Formimino-L-glutamate	0.0	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-1.322	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	0.585	n.s.
C01083	alpha,alpha-Trehalose	-1.585	n.s.
C01181	4-Trimethylammoniobutanoate	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	-1.0	n.s.
C01185	Nicotinate_D-ribonucleotide	1.0	n.s.
C00491	L-Cystine	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	1.585	n.s.
C15813	C15813	0.0	n.s.
C15811	[Enzyme]-cysteine	0.0	n.s.
C15814	C15814	0.0	n.s.
C15815	C15815	0.0	n.s.
C05796	Galactan	0.0	n.s.
C03294	N-Formylmethionyl-tRNA	0.0	n.s.
C05791	D-Urobilinogen	-1.0	n.s.
C00794	D-Sorbitol	-0.585	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	-1.585	n.s.
C00791	Creatinine	0.0	n.s.
C11539	Cobalt-precorrin_3	0.0	n.s.
C00507	L-Rhamnose	1.585	n.s.
C01233	sn-Glycero-3-phosphoethanolamine	0.0	n.s.
C00226	Primary_alcohol	2.954	n.s.
C00224	Adenylyl_sulfate	0.0	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	0.0	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0.585	n.s.
C00385	Xanthine	-0.153	n.s.
C00387	Guanosine	0.485	n.s.
C00380	Cytosine	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C00882	Dephospho-CoA	0.0	n.s.
C16396	2,4-Diamino-6-nitrotoluene	4.644	<0.05
C05759	3-Oxotetradecanoyl-[acp]	1.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C16399	2,4-Diamino-6-hydroxylaminotoluene	-4.644	<0.05
C16217	3-Hydroxyoctadecanoyl-CoA	-1.0	n.s.
C00366	Urate	-0.585	n.s.
C05838	cis-2-Hydroxycinnamate	0.0	n.s.
C00364	dTMP	-2.874	n.s.
