KO_code	Transcripts
K17686	1.0
K03147	15.0
K03630	20.0
permease_component	10.0
K02315	16.0
K02314	0.0
K10112	61.0
K02316	14.0
K02313	24.0
K10117	9.0
K06283	12.0
K10119	4.0
K06168	0.0
K06287	6.0
K06286	0.0
K08483	13.0
K01652	23.0
K00266	25.0
K02435	0.0
K03530	2.0
K04083	0.0
sucrose-specific_IIBC_component_(EC:2.7.1.69)	0.0
K01998	1.0
K01999	15.0
K04087	23.0
K01992	16.0
K03536	0.0
K01990	34.0
K04088	23.0
K01996	3.0
K01997	0.0
K01995	3.0
K11695	0.0
K11755	10.0
K11754	0.0
K01515	1.0
K01104	17.0
K11753	0.0
K11752	0.0
K05593	10.0
K07010	0.0
K05366	0.0
K00865	0.0
K00864	10.0
K03977	2.0
K01192	11.0
K01193	26.0
K01190	9.0
K01191	7.0
K02926	2.0
K01126	0.0
SIR2_family	0.0
K01198	9.0
K14540	0.0
K11991	0.0
K00215	1.0
K01206	7.0
K01207	12.0
C-terminal_domain	2.0
component_F0_AtpF_(EC:3.6.3.14)	2.0
K01209	98.0
K02038	0.0
K04517	9.0
K01740	15.0
K02030	4.0
K02035	21.0
K02036	0.0
eukaryotic_type_(EC:1.1.1.42)	1.0
K01586	1.0
K07095	19.0
K00609	0.0
K07098	21.0
K01421	7.0
K00919	6.0
K01588	0.0
K01424	0.0
K07560	9.0
K07567	25.0
K07566	0.0
K13653	7.0
K11050	6.0
K11051	8.0
K09861	0.0
K06306	9.0
K07646	0.0
K03595	0.0
K03596	5.0
K03590	1.0
K02519	24.0
K10716	0.0
K15986	0.0
K11175	1.0
K01929	0.0
K01928	30.0
K01733	0.0
K01639	1.0
K01923	2.0
K01921	14.0
K03110	1.0
K01926	1.0
K01738	8.0
K01924	12.0
K07024	5.0
K07025	0.0
K07027	0.0
C-terminal_domain_(EC:6.3.4.-)	13.0
K03856	8.0
K00040	18.0
K07029	0.0
K07124	13.0
K13018	0.0
K03523	2.0
K03522	6.0
K03525	0.0
K06941	1.0
K03527	0.0
K03526	11.0
K03529	0.0
K05349	49.0
K02428	0.0
K06948	1.0
K06949	18.0
K03775	1.0
K03671	4.0
K12373	0.0
K01817	0.0
K02358	864.0
K01815	22.0
K09762	0.0
K05808	45.0
K01811	21.0
K09766	22.0
K10254	1.0
K02355	200.0
K02357	5.0
K02356	2.0
Glc_family_(TC_4.A.1.1.11)/PTS_system_maltose-specific_IIC_component	0.0
K04045	18.0
K00134	77.0
K04043	13.0
K04042	0.0
K04041	24.0
K01956	0.0
Fru_family	0.0
K01955	27.0
K01952	2.0
K01953	0.0
K01950	1.0
K15051	2.0
K12308	9.0
RecD/TraA_family_(EC:3.1.11.5)	0.0
K00788	11.0
K00789	16.0
K03531	4.0
K03070	63.0
K03076	9.0
K05566	8.0
K03177	0.0
K05896	0.0
and_HSP90-like_ATPase.	0.0
K01048	8.0
K06131	0.0
K01873	1.0
K00554	10.0
K01560	0.0
K12574	0.0
A_subunit	3.0
K00558	8.0
K12573	10.0
K01176	0.0
K01179	18.0
K10773	0.0
K00817	0.0
K00951	1.0
K01807	2.0
K12452	17.0
K07192	21.0
K02530	0.0
K08303	7.0
K03486	0.0
K06967	14.0
K06180	1.0
K17716	15.0
K11717	0.0
K06187	18.0
K01493	10.0
K01491	0.0
K02600	0.0
K01496	2.0
K02412	28.0
fructose-specific_IIA_component	0.0
K01679	0.0
K07584	3.0
K03555	10.0
K10440	2.0
K06859	0.0
K01778	0.0
K00980	0.0
K15580	165.0
K05985	0.0
K01770	0.0
K01776	11.0
K07106	0.0
K07456	13.0
K02895	4.0
K00674	0.0
K02890	2.0
K01786	0.0
K01785	0.0
K01784	6.0
K01783	18.0
K14155	0.0
K02770	0.0
K02071	1.0
K02072	0.0
K02073	1.0
K03308	0.0
K02520	35.0
K03469	4.0
K02397	91.0
K02396	62.0
K02390	59.0
K02528	13.0
K02529	52.0
K06881	9.0
K01914	19.0
K01915	26.0
K01919	1.0
K06923	1.0
K00179	10.0
K07770	1.0
K03784	1.0
K00074	11.0
K00075	0.0
K03789	9.0
K07240	0.0
K01591	13.0
K03584	17.0
K03411	14.0
K03410	20.0
K03412	28.0
K07173	0.0
K07170	0.0
K00375	0.0
K03823	0.0
K01358	3.0
K03601	0.0
K03471	0.0
K03470	0.0
K06173	24.0
K02564	7.0
K06179	0.0
K00065	1.0
K09903	2.0
K16511	28.0
K09710	15.0
K07058	0.0
K01989	4.0
K03737	6.0
K04078	0.0
K03733	11.0
K04077	274.0
K00854	59.0
K12410	1.0
K00850	46.0
K04759	1.0
K04758	0.0
K00995	2.0
K01507	2.0
K00996	0.0
K00858	0.0
K06382	14.0
K03048	1.0
K07258	18.0
K03043	2.0
K03040	6.0
K03046	44.0
K02931	6.0
K02933	7.0
K02935	203.0
K01489	0.0
K02939	0.0
K03550	0.0
K01214	0.0
K03551	1.0
K09787	0.0
K01218	9.0
K02835	0.0
K01000	1.0
K01002	0.0
K02411	17.0
K13038	0.0
K01006	291.0
K02744	16.0
K02745	2.0
K10563	1.0
K01439	1.0
K02838	2.0
K00925	3.0
K00927	167.0
K00928	14.0
K00929	47.0
K09384	0.0
K12700	10.0
K14441	22.0
K07650	0.0
K00773	0.0
K07658	9.0
K02986	5.0
K02982	2.0
K02988	4.0
K02113	2.0
K02112	93.0
K02111	88.0
K06925	0.0
K02440	0.0
K02115	73.0
K02114	0.0
K02563	15.0
K03466	0.0
K01649	0.0
K11144	1.0
K11145	1.0
K01647	12.0
K07031	4.0
K07030	2.0
K07035	0.0
K00700	26.0
K02786	1.0
K00703	48.0
K00705	2.0
K08659	0.0
K02027	10.0
K02025	13.0
K07139	0.0
K07816	7.0
K07133	0.0
K06959	0.0
K06958	15.0
K06409	9.0
K07137	0.0
K02029	0.0
K02028	4.0
K00091	0.0
K15582	1.0
K00096	9.0
K03768	1.0
K00099	1.0
K03763	16.0
K01866	6.0
K01867	1.0
K02160	18.0
K15581	1.0
K01868	47.0
K05810	29.0
K01338	1.0
K09458	17.0
K07015	0.0
K00147	0.0
K00145	3.0
K01945	50.0
K07138	19.0
K01940	1.0
K00384	12.0
K03340	1.0
K07045	19.0
K07042	1.0
K00797	10.0
K00284	1.0
K12990	0.0
K00794	0.0
K00793	0.0
arsR_family_protein	0.0
K00791	0.0
K00790	20.0
K01269	1.0
K09014	2.0
K09013	0.0
K03088	41.0
maturase_(EC:2.7.7.49)	2.0
K03086	15.0
K02892	3.0
K01262	0.0
K00895	5.0
K08974	0.0
K03169	22.0
K03168	0.0
K13052	0.0
K08384	12.0
K09157	1.0
K09155	0.0
K03092	0.0
K09153	1.0
K10439	0.0
