KO_code	Compound_codes
NADH-dependent_(EC:1.3.1.9)	
K10110	
xepin-CoA-forming_(EC:4.2.1.17)	
amyloid_curli_fibers	
K05844	
K05845	
K05846	
K15548	
NAD(P)-dependent_(EC:2.7.7.18)	
K04084	
K04088	
K00989	
K00982	
K01104	
K00981	C00269,C00269,C00269
K05592	
K05590	
K02926	
K00216	C00196,C00196
UPF0757_family	
K12529	
K02038	
K02039	
K03979	
K01744	C00122,C00049
K02031	
K01749	C01024,C01024,C01024
K02033	
K02034	
K02035	
multicopy_suppressor_of_htrA(degP)	
K02037	
K01585	C00179,C00179
K01584	C00179,C00179
K01589	C15667,C15667,C15667
K13650	
low_affinity	
K02056	
K03435	
K02456	
K02457	
K02106	
K02455	
K03459	
K02453	
K02450	
K03455	
K03451	
K03981	
K02459	
MukE_localization_factor	
K02193	
sigma_32_(sigma_H)_factor	
K01639	C00645
K01638	C00149,C00048,C00048,C00048,C00024,C00048
K01630	C00022,C01146,C03921
K14054	
K02858	C15556,C15556
K14056	
K14051	
K03527	C00129,C00129,C00129,C00235,C00235,C00129,C00129,C00129,C00235,C00235
K14052	
K02852	
K02853	
K02851	
K13014	
K14058	
K02854	
K03671	
K03670	
K03675	
beta-barrel_component	
K03676	
K09760	
involved_in_phospholipid_metabolism	
K04083	
K04082	
UPF0174_family	
K03299	
K03293	
K03292	
K03291	
K03290	
K03296	
K03294	
K03072	
K03071	
K03070	
K03077	C00231,C00231,C00231,C00231
K03076	
K03074	
K03274	C06398,C06398
K03271	C07836,C05382,C19878
K03270	C01187,C04478
K03273	C07838,C11472,C19880
K03272	C06397,C07838,C11472,C07836
K10805	
FMNH(2)-dependent_(EC:1.14.14.5)	
K06132	C05980,C05980,C05980,C05980
K03183	C05814,C05814,C00828,C00828,C00828,C02059,C02059,C02059,C02059,C17561,C17561,C17561
NAD(P)H-binding	
K03181	C00251,C00156,C00251
NAD(P)-binding	
delta_prime_subunit_(EC:2.7.7.7)	
K09971	
K07356	
K07354	
K07355	
K07350	
K07351	
formate-dependent	
K06223	
K06222	
K06917	
beta_prime_subunit_(EC:2.7.7.6)	
K06911	
threonine	
K08984	
ATP-dependent_zinc-metallo_(EC:3.4.24.-)	
subunit_(EC:1.-.-.-)	
DNA-binding_protein	
K10439	
hemimethylated_oriC_DNA-binding_protein	
membrane_protein	
K01912	C00582,C00582
K01910	
K01914	C00152,C00152,C00049,C00049,C00152
K01915	C00064,C00064,C00064,C00064,C00064,C00064,C00064,C00064
K01918	C00864,C00864,C00864,C00864
K01919	C00669,C00669
K07773	
K05939	C00173,C00350
K03474	C00627,C00627
K07173	C00155,C00155
K07170	
subunit_2	
K00371	C00244,C00088,C00088,C00244
K00373	C00244,C00088,C00088,C00244
K01358	
subunit_A	
subunit_B	
K01354	
subunit_E	
K01356	
cytoplasmic_STAS_component	
K10109	
K10108	
component_of_RuvABC_resolvasome_(EC:3.1.22.4)	
K15555	
K15554	
K15553	
K15552	
K15551	
K01825	C00332,C00332,C00332,C00332,C00332,C01144,C00332,C00332,C00332,C00877,C01144,C01144,C01144,C01144,C01144,C01144,C00877,C00877,C01144,C00877,C00894,C05668,C00894,C00894,C00894,C00894,C03561,C03561,C03069,C03221,C03221,C03221,C03221,C03344,C03344,C03344,C04405,C03345,C03345,C06000,C06000,C05258,C05259,C05258,C05259,C05272,C05272,C05272,C05272,C05260,C05261,C05260,C05261,C05273,C05273,C05273,C05273,C05262,C05263,C05262,C05263,C05275,C05275,C05275,C05275,C05266,C05267,C05266,C05267,C05276,C05276,C05276,C05276,C05268,C05269,C05268,C05269,C05271,C05271,C05271,C05271,C05279,C06002,C06002,C11947,C11947,C02232,C02232,C02232,C02232,C14145,C14145,C14145,C14145,C16375,C16375,C16388,C16388,C16469,C16469,C16471,C16471
K04079	
L-arginine-binding	
K04075	
K04072	C00024,C00024,C00024,C00024,C00024,C00024,C00071,C00084,C00084,C00084,C00084,C00136,C05577,C05576,C06613,C06611,C06613,C16348,C06612,C16348,C14090,C14090,C14090,C14099,C14099,C14099
K00517	C05901,C05901,C02814,C02814,C11938,C11938,C11941,C11941,C13629,C13624,C13629,C13634,C13634,C16205,C16205,C00146,C00146,C00090,C00090,C00090,C00090,C18215,C18215,C18216,C18216
K00995	C03892,C03892
K00990	
K03151	C15814,C15813
K02931	
K02933	
K02935	
delta_subunit_(EC:3.6.3.14)	
chaperone_activity	
K01000	C04851,C00105,C04851,C00105,C05897
RpoE_activator	
K01007	C00074,C00074,C00074,C00022,C00074,C00074
K01008	C05172,C05172
uter_membrane_subunit	
has_an_inactive_PPIase_domain_(EC:5.2.1.8)	
K08194	
K13641	
NAD-binding_(EC:1.1.1.264)	
K14682	C00624,C00624,C00624,C00624,C00624
cytochrome_b556_subunit	
inducible_(EC:6.1.1.6)	
K08351	C00120,C00120
K03468	
K03469	
K02446	C00085,C00085,C00354,C00085,C00085,C05345,C05345,C05345,C05378,C05378,C05378,C05345
K02441	
K02440	
LYSR-type	
K03466	
K01649	C02504,C02504,C00141,C00024,C00141,C02504,C02504
constitutive_(EC:6.1.1.6)	
K01643	C00036,C00158
K01647	C00158,C00036,C00158,C00158,C00036,C00024,C00024,C00036,C00158,C00158
DUF484_family	
K02598	
K02027	
K02025	
K02024	
predicted_transporter_subunit:_membrane_component_of_ABC_superfamily	
K02020	
K02841	
K03517	C03722,C03722
K02844	
K02847	
K02846	
K03885	
K06039	
DUF853_family_with_NTPase_fold	
phenylalanine_repressible_(EC:2.5.1.54)	
citrate-ACP_transferase_(alpha)_subunit_(EC:2.8.3.10_4.1.3.6)	
K03310	
membrane_anchor_subunit_(EC:1.1.5.3)	
K12994	
K12995	
K12516	
electron_source_for_NapAB	
K06916	
NAD(P)H-dependent_(EC:1.2.1.3)	
K03642	
K03657	
K03648	
K03649	
aerobic_Class_I_(EC:4.2.1.2)	
ARAC-type	
PLP-binding_(EC:4.1.1.19)	
GTPase	
K07184	
K06214	
K06211	
K06212	
K09933	
K07345	
aspartate_ABC_transporter_permease_subunit	
K07347	
K06219	
K11645	C00118,C00111,C00354,C00118,C00111,C00118,C00354,C00111,C00118,C00118,C00118,C00118,C00111,C00111,C00118,C00118,C00111,C00118,C00111,C00118,C00111,C00447,C00447,C00111,C00279,C00447,C00577,C00111,C00111
low_affinity_GNT_1_system	
in_two-component_regulatory_system_with_UvrY	
K00748	C04932,C04932
K08994	
COG1238_family	
K01869	C02047
inner_membrane_protein	
K09800	
K16346	
K16345	
K09807	
K09808	
PLP-binding_(EC:4.1.1.20)	
small_subunit_(EC:1.12.99.6)	
uptake_of_chitosugars	
K05921	C03063,C05600,C03063,C05600,C05600,C05600
K07160	
K00344	
beta_subunit_(EC:1.6.1.2)	
K02454	
K05820	
K02452	
K00526	C00206,C00206,C00343,C01346,C00361,C00361,C00343,C00705,C00705
K00527	C00131,C00131,C00286,C00286,C00343,C00458,C00458,C00343
K01839	C00117,C00117,C00673
K01838	C01172
K15524	
K01835	C00668,C00668,C00668,C00668,C00668,C00668,C00668,C00117,C00117,C00092,C00092
K01834	C00197,C00197,C00197,C00631,C00197,C00197,C00197,C00197
K04069	
K04064	
K04066	
K10002	
K02511	
K10000	
K10001	
K09023	C00222,C00222
K06205	
K08218	
K08219	
K02906	
K15633	C00197,C00197,C00197,C00631,C00197,C00197,C00197,C00197
K02688	
K01011	C00094,C00094,C00320,C00022,C00957
K00835	C00183,C00183,C00141
chain_G_(EC:1.6.5.3)	
K04335	
K11738	
K08322	
K01129	C00330
K08325	
K02477	
K01659	C02225
K01652	C00900,C05125,C05125,C05125,C05125,C05125,C06010,C06010,C00022,C00022,C06010,C06010,C00900,C00068,C06006,C06006,C06006,C06006,C06006
K02874	
K02876	
K02871	
K02878	
K02879	
GlpM_family	
K02057	
K02054	
K02055	
cell_division_and_growth_function	
K03502	
K02058	
K03893	
K06871	
K16326	
K09747	
tRNA_processing_enzyme	
K03476	C14899,C14899,C14899
K03475	C16186,C16186,C16186
citryl-ACP_lyase_(beta)_subunit_(EC:4.1.3.34_4.1.3.6)	
K03473	C06054,C06054
K03472	C03393,C03393
K03470	
K14053	
K03092	
K02302	C00748,C00748,C05778,C02463,C02463,C02463,C05778,C05778,C05778
K02300	
K02301	C15672,C15672
ATP-binding_component	
cytochrome_c-type_subunit	
K03651	
K03650	
global_regulator_of_anaerobic_growth	
K03654	
K03658	
K11749	
K11747	
K11744	
also_charges_selenocysteinyl-tRNA_with_serine_(EC:6.1.1.11)	
K11742	
K11743	
K11741	
Fe-S_center_for_redox-sensing	
membrane_anchor_subunit	
K05712	C04044,C04044,C04044,C12623,C12623,C12623
K13926	
K06200	
K06207	
K06206	
K09925	
K04844	
membrane_anchor	
K00759	C00147,C00020,C00144,C00144,C04051
K07085	
K07088	
K00757	C00106,C00106,C16633
K03631	
K07574	
K00247	C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122
K09817	
K09816	
K09815	
cobalamine-stimulated	
K09812	
K09811	
K10763	
K01937	C00063,C00063,C00063,C00063
K00962	C00008,C00015,C00035,C00112
AraC_family	
K07791	
K00688	C00718,C00103,C00103,C00718,C00103,C00718
K07156	
K07406	C00124,C00031,C00089,C00124,C00116,C00137,C00124,C00159,C00124,C00794,C00124,C00124,C00492,C02686,C03692,C00124,C05402,G00092
K07404	C00345,C00345,C00345,C00345,C00345
K00684	
subunit_A_(EC:5.99.1.-)	
K05835	
K01808	C00199,C00199,C00199,C00199,C00199,C00199,C00199,C18096,C18096
subunit_b_(EC:3.6.3.14)	
K00537	
K15539	
K01803	C00111,C00111,C00118,C00111,C00118,C00111,C00111,C00111,C00111
K01804	C00508,C00508
K01805	C00095,C00095,C00310,C00310
space-maker_hydrolase	
UPF0118_family	
K01246	
K01247	
K01241	C00147
K10017	
K14261	
K10011	C16155,C16155,C16154,C16154
K00228	C01079,C01079,C01079
K01338	
K02682	
K01069	C00256
K01791	C00645,C00645,C00645,C01170,C00043
K01061	C02222,C02222,C07091,C07091,C06329,C06329,C06329,C12835,C12834,C12835,C02222,C02222,C02222,C02222,C02222,C02222,C02222,C18243,C18243,C18310,C18310,C18305,C18305
K01066	C02222,C02222,C10858,C00530,C00156,C00156,C00530
K15460	
K00821	C00437,C00437,C01250,C00437,C00437,C04462,C04421,C04462,C04421
K00820	C00352,C00352,C00352
K00823	C00222,C00222,C00099,C00232,C00232,C00334
K05499	
K01488	C00294,C00294,C05512,C05512
K01485	C00106,C00380,C00178,C02565,C02565
K01487	C00385,C00242
K01480	C00134,C00134
K01665	C11355
K01667	C00463
heme_b-containing_(EC:1.11.1.6)	
K02468	
K02467	
K02466	
K02464	
K01466	C00499,C00499,C00499
K01464	C02642,C02642,C02642,C02642,C05100,C05100,C16631
K01462	
K01460	C05730,C00051,C00315,C00051,C00315,C00051,C00315
serine_protein_kinase_required_for_persister_formation	
K02860	
K09251	C00555,C00555
chain_B_(EC:1.6.5.3)	
K02041	
K02040	
K05541	
K02044	
subunit_1_(EC:2.7.7.4)	
K03319	
K03316	
Zn-dependent_and_NAD(P)-binding	
K03313	
K05365	C04574
RNA_polymerase-associated	
hexuronate_utilization_in_high_osmolarity	
K03790	
K03796	
K03797	
K03798	
K03407	
K03408	
modifies_ThiS_C-terminus_(EC:2.7.7.-)	
K06162	C20423
K06163	C20440
K02316	
K06167	C01151
K00358	
K05366	
K02400	
K11755	C02741,C02741,C02741,C02741,C04896,C04896,C04896,C04896
K11754	C09332,C00415,C00415
K11751	C00212,C00212,C00475,C00299,C00294,C00294,C00387,C00387,C00214,C00881,C00330,C00362,C00559,C00559,C03150,C01762,C01762,C01762,C05841
K11750	
K11753	C00016,C00061,C00061,C00061
K02407	
predicted_membrane_permease	
K01681	C00158,C00311,C00311,C00311,C00417,C00158,C00158,C00158,C00417,C00417,C00417,C00311,C00311,C00417,C00417,C00417,C00417,C00311
predicted_exopolysaccharide_export_protein	
K11991	
DUF805_family	
K11996	
DNA-binding_transcriptional_dual_regulator	
radical_SAM_superfamily	
K01448	
K07095	
RpoS-dependent	
receptor_of_phage_T6_and_colicin_K	
PLP-dependent	
K10974	
beta_subunit_(EC:2.8.3.8)	
alkyltransferase-like_protein_ATL	
K09861	
K01929	C04702,C04702,C04882,C04882
K01928	C04877,C04877
K01923	C04823,C04823,C04823
K08160	
K01921	C00993,C00993,C00993
K11179	
K01925	C00692,C00692,C00692
K01924	C01212,C01212,C01050
K00322	C00006,C00006
K07789	
K07788	
UPF0149_family	
K07786	
K07783	
K07782	
inner_membrane	
K10806	
K07146	
K13888	
K06949	
K07141	
with_NAD(P)-binding_Rossmann-fold_domain	
K09136	
K01816	C01146,C01146
K01813	C00861
K05809	
K01811	
K05805	
Fe-S_subunit_(EC:1.3.99.1)	
K05801	
K05803	
K04046	
K04044	
K04042	C00043,C04501,C00043,C04501,C06156
K00782	
K00788	C01081,C01081
IM-tethered_periplasmic_protein_of_the_LptBFGC_export_complex	
K01258	
alpha_chain_(EC:3.1.11.5)	
K01256	C00097,C00037,C00097,C00037,C00037,C05726
K01250	
K01252	C04171,C04171
PLP-dependent_(EC:4.1.99.1)	
leucine-binding	
regulatory_subunit	
K01070	C00058,C00058
K01077	C00870,C00870,C04874,C04874
csgD_regulator	
periplasmic_binding_protein	
K00817	C00079,C00079,C00166,C00166,C00166,C00079,C00079,C01179,C01179,C01179,C01179,C01179,C01179,C01179,C00082,C00082,C01267,C01100,C01267,C01100
K08304	
K08305	
K08306	
K08307	
K08301	
K08303	
DUF2593_family	
K05790	
K05798	
K05799	
K01495	C05922,C05922,C04895,C04895,C05923,C05923,C06148,C06148
selenopolypeptide_subunit_(EC:1.2.1.2)	
K02418	
K02419	
K02412	
K02413	
K01679	C00122,C00122,C00149,C00122,C00122,C00122
K02783	C01096
K02895	
K02890	
K01785	C00221,C00221,C00221
K01784	C00052,C00052,C00029,C00052
alpha_subunit_(EC:1.17.4.1)	
K01782	C00332,C00332,C00332,C00332,C00332,C01144,C00332,C00332,C00332,C00877,C01144,C01144,C01144,C01144,C01144,C01144,C00877,C00877,C01144,C00877,C00894,C05668,C00894,C00894,C00894,C00894,C03561,C03561,C03069,C03221,C03221,C03221,C03221,C03344,C03344,C03344,C04405,C03345,C03345,C06000,C06000,C05258,C05259,C05258,C05259,C05272,C05272,C05272,C05272,C05260,C05261,C05260,C05261,C05273,C05273,C05273,C05273,C05262,C05263,C05262,C05263,C05275,C05275,C05275,C05275,C05266,C05267,C05266,C05267,C05276,C05276,C05276,C05276,C05268,C05269,C05268,C05269,C05271,C05271,C05271,C05271,C06002,C06002,C11947,C11947,C02232,C02232,C02232,C02232,C14145,C14145,C14145,C14145,C16388,C16388,C16469,C16469,C16471,C16471
K00826	C00233,C00233,C00233,C00123,C00233,C00123,C00233,C00141,C00183,C00141,C00141,C00183,C00141,C00183,C00141,C00671,C00407,C00671,C00407,C00671,C00407,C00671
K02071	
K02072	
K02073	
K02526	
K02527	C06024,C06024,C06025,C06025
K02523	C04146,C04146
K02520	
K02521	
K03305	
K03304	
K02529	
iron-regulated	
UPF0324_family	
K03787	C00212,C00212,C00475,C00299,C00294,C00294,C00387,C00387,C00214,C00881,C00330,C00362,C00559,C00559,C03150,C01762,C01762,C01762,C05841
K03789	
K03412	
K03417	C00042
K06186	
regulator_of_the_CreBC_regulon	
periplasmic_(EC:3.4.21.-)	
K06175	
K06179	
K09903	C00015,C00105
K14260	C00022,C00041,C00041,C00022,C00025,C00025,C00022,C00183,C00183,C00141
K12144	
K12410	
K12141	
K12143	
K12148	
K07313	
required_for_type_1_fimbriae	
K16088	
K16089	
NAD(+)-dependent	
K12527	
K12525	C03082,C03082,C03082,C03082,C03082,C03082,C03082,C03082,C00441,C00441,C00441,C00441,C00441,C00441,C00263,C00441,C00441,C00441,C00441,C00441,C00441,C00263
K12524	C03082,C03082,C03082,C03082,C03082,C03082,C03082,C03082,C00441,C00441,C00441,C00441,C00441,C00441,C00263,C00441,C00441,C00441,C00441,C00441,C00441,C00263
K09788	
K02834	
K09781	
K16066	C01013,C01013,C00222,C00222,C01013
NAD(+)-dependent_(EC:1.1.1.85)	
K13788	C00227,C00227,C00227,C00024,C00227,C00227,C00227,C00227,C02876,C00100
K07229	
K07224	
K07552	
NADH-dependent_(EC:1.-.-.-)	
K03931	
K10708	
K03205	
DUF218_superfamily	
K15585	
K16264	
K07139	
K06957	
K16263	
K06959	
NAD(P)-binding_(EC:1.1.1.25)	
K05819	
K05818	
K01866	C02839
K01867	C03512
K05813	
K01868	C02992
K05810	
K05817	
K05816	
K05815	
K04031	
norvaline_resistance	
deoxyinosine_3'_endonuclease_(EC:3.1.21.7)	
K00029	C00022,C00022,C00022,C00011,C00022,C00011,C00022,C00022,C00011,C00022
K00799	C02320,C14791,C14793,C14792,C14803,C14804,C14805,C14806,C14847,C14848,C14855,C14856,C14861,C14865,C14864,C14863,C14868,C14874,C14871,C11583,C11278
K00797	C00170,C00315,C00315,C01137,C00134,C00170,C00750,C00315,C00750,C00750,C16565
K00024	C00036,C00036,C00036,C00149,C00149,C00149,C00036,C00036,C00036,C00036
K00027	C00022,C00022,C00022,C00011,C00022,C00011,C00022
K00794	C04332,C04332
K07048	
K00790	C04631,C04631,C00043
K09015	
K01262	
K01265	
K09019	C01013,C01013,C00222,C00222,C01013
K08227	
K02337	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K08223	
K06145	
K10037	
K10036	
component_of_RNA_degradosome_(EC:2.7.4.1)	
K01142	
small_subunit_of_GroESL	
high-affinity_GNT_I_system	
FMN-linked_(EC:1.1.2.3)	
alpha_subunit_(EC:2.5.1.9)	
K04764	
K04765	C00008,C00020,C00105,C00103,C00144,C00055,C00105,C00075,C00130
K04763	
K04761	
membrane_anchored_protein_involved_in_growth_of_wall_at_septum	
K00806	C04574,C04574
K00800	C01269,C03175,C01269,C01269
K08313	
K08310	
K08315	
K08314	
K08318	
small_conductance	
K05782	
K05781	
K05780	C20422
K05786	
K14393	
K15268	
K02409	
mediator_of_catabolite_repression	
K01686	C00204,C00204
K01687	C00141,C00141,C00141,C00141,C00141,C00141,C00671,C00671,C00671,C00671,C00671
K01685	C00204,C00817
K01682	C00158,C00311,C00311,C00311,C00417,C00158,C00158,C00158,C00417,C00417,C00417,C00311,C00311,C00417,C00417,C00417,C00417,C00311,C04593
K05367	
K02406	
ATPase	
K01443	C00352,C00357
K02791	C02995
K02795	C00275,C00275,C00275
K02794	C00275,C00275,C00275
K02796	C00275,C00275,C00275
K02888	
K13735	
K02884	
K02881	
K02068	
K01042	C06482,C06482
DUF202_family	
K01048	
K02064	
K02536	C04652,C06022
K02533	
K02083	C02091,C02091
K02082	
forms_pores	
xylose-binding	
K12957	
NAD_(EC:1.1.1.6)	
K03424	
homocysteine-binding	
K03757	
K03755	
K03759	
K06148	
K06149	
K06144	
K02336	
K02335	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K06147	
K06140	
K06141	
K06143	
substrates_include_Ap3A	
K03688	C05811,C05811,C17551,C17551,C17551
K03685	
K03687	
m(6)A1519_dimethyltransferase	
K07301	
K03111	
K03112	
function_unknown	
K07304	
K03116	
K03117	
K13954	C00071,C00084,C00084,C00084,C00084,C05577,C05576,C06613,C06611,C06613,C16348,C06612,C16348,C14090,C14090,C14090,C14099,C14099,C14099
S-adenosyl-L-methionine-dependent	
K07300	
K16092	
K16090	
Fe-S_subunit_(EC:1.12.7.2)	
small_subunit_(EC:2.2.1.6)	
UPF0756_family	
GTP-binding	
biotin-independent_(EC:4.1.1.41)	
K07238	
K06894	
K06895	
K07235	
K07237	
K07236	
K07232	
beta_subunit_(EC:6.1.1.20)	
K11391	
subunit_B_(EC:5.99.1.3)	
K05966	
K05964	
NAD-dependent_(EC:1.1.1.57)	
K08641	
K00658	C16254,C00527,C06157,C00091
suppressor_of_msbA_and_KDO_essentiality	
K00656	C00022,C00024,C00024,C00100
K00657	C02714,C02714
K00655	C00416,C00416,C00681
K00652	C01092,C01092,C01092,C01092
membrane_subunit	
UPF0014_family	
UPF0005_family	
[4Fe-4S]_ferredoxin_subunit	
K10823	
K07127	C12248,C12248,C12248
K07126	
large_subunit_(EC:1.2.1.2)	
K01870	C03127
K01873	C02554
K01872	C00886
K01876	C02984
NAD-dependent_(EC:1.1.1.17)	
K04026	
K07056	
UPF0114_family	
K07058	
beta_subunit_(EC:1.7.99.4)	
K00275	C00018,C00647,C00018,C00018,C00250,C00534,C00250,C00314
K00276	C03765,C00546,C00601,C05665,C06178,C06178,C06178,C04043,C04043,C04043,C04043,C12455,C12455,C12455
penicillin-binding_protein	
K00278	C00036,C00049,C05840,C05840
K01305	
K04775	
K05851	C00575,C00942
K04773	
K16074	
K02654	
K05685	
K00878	C04327,C04327
K00879	C01099
K13638	
K13636	
K13637	
K13631	
K00874	C04442,C00204,C04442,C04442
K01271	
K01270	C00097,C00037,C00097,C00037,C00037,C05726
K05776	
K05777	
K05775	
K05540	
K01690	C04442,C04442,C04442,C04442
K00906	
beta_subunit_(EC:2.7.7.6)	
K00901	C00416,C00416,C00416,C00416
acyl_carrier_(gamma)_subunit_(EC:4.1.3.6)	
K04568	C01931
gamma_chain_(EC:3.1.11.5)	
K01058	C04230,C04233,C00157,C00157,C04438,C05973,C05974,C01595,C00157,C04635,C04756,C04317,C05212,C06427,C00157,C06427,C00157
K05515	
thiamin-binding_(EC:2.2.1.1)	
K02504	
K02505	
transcription_regulator_and_site-specific_recombination_factor_(EC:3.4.11.1)	
K02509	C06201,C06201,C06201
K12944	
K12943	
K03701	
K02436	
K13381	C00140,C00461
K03925	
K03924	
K03431	C06156,C00352
K03314	
K03923	
K03212	
K03747	
K03210	
K03217	
K03216	
mega_subunit_(EC:2.7.7.6)	
non-catalytic_subunit	
thiamine-requiring	
K06153	C00009,C17556
K02343	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K02340	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K06157	
K02344	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K03695	
K16868	
K09477	
K09470	C15699,C15699
K09473	C00334,C00025,C15767
K03327	
K03326	
K03324	
K03322	
K03321	
permease_subunit	
alpha_subunit_(EC:1.7.99.4)	
small_subunit_(light_chain)_(EC:4.3.1.7)	
K03100	
chain_I_(EC:1.6.5.3)	
K00852	C00117,C00673
K17713	
K17247	
K11941	
hypoxanthine-binding	
K06889	
DUF417_family	
K09690	
PLP-dependent_(EC:4.3.1.15)	
K00483	C01161,C01161,C01161,C01161
K05997	
K05995	
K00484	C01161,C01161,C01161,C01161
K07114	
K10831	
K07113	
K00313	
K00640	C00979,C00979,C00065,C00979,C00979,C00979
K10545	
K10544	
K10543	
K10542	
K10540	
K07688	
K07689	
UPF0053_family	
K01845	C00430,C03741,C03741
K01847	C00091,C00091,C00091,C00091,C00091,C00091,C00091
K01840	C00636,C00636,C00275,C00636
K04018	
NAD(P)-binding_(EC:1.1.1.86)	
K03811	
K04016	C00014,C00088
K04017	
permease_component	
FAD/NAD(P)-binding	
K00265	C00025,C00025,C00025,C00026,C00064,C00025,C00025,C00025,C00026,C00064,C00025,C00026,C00014,C00014,C00026,C00014,C00025
K01999	
K01992	
K01990	
in_BamABCDE_complex	
K01996	
K01997	
K01995	
K01515	C00117
K01512	C00033,C00180,C00180
K00868	C00018,C00018,C00627,C00627,C00647,C00534
K13629	
K13628	
K00865	C00197,C00197,C00197,C00258,C00197
K00864	C00093,C00116
K00867	C01134,C03492,C03492,C04352
alpha_subunit_(EC:4.2.1.20)	
K01190	C00124,C00124,C00267,C00267,C00124,C01190,C01190
OM_porin	
K01194	C00031,C00031
K02314	
UPF0259_family	
pyruvate-responsive_YpdAB_two-component_system	
fimbrial_transporter_homolog	
beta_subunit_(EC:2.7.7.7)	
PLP-dependent_(EC:4.1.1.15)	
K01424	C00049,C00049,C00049,C00049
K01425	C00025,C00014,C00014,C00014,C00025,C00064,C00064,C00217,C00819
constitutive_(EC:4.1.1.18)	
K05501	
c-type_cytochrome_subunit_TorY_(EC:1.7.2.3)	
K03591	
K03592	
K03593	
GlnE	
K02510	C00232,C06201
antitoxin_is_MazE	
K12974	
Fe-S_subunit	
K11904	
K02421	
K02420	
K02426	
K02429	
K03770	
K03771	
K03772	
K03775	
K03776	
K03777	C00022
K12372	
K02358	
K02357	
K02356	
induced_by_sialic_acid	
K16704	
multicopy_suppressor_of_coaA(Ts)	
K13979	
K12111	C00124,C00267,C00267,C00124
K12288	
K12289	
K09996	
K09997	
K07322	
K07320	
K03177	
FAD-linked	
tRNA_pseudouridine(32)_synthase	
K13889	
K12573	
K08191	
K16053	
predicted_transporter	
K03973	
K07214	
K08296	
K06183	
acid-inducible_(EC:4.1.1.18)	
K06187	
K06188	
K07588	
rotate_and_citrate_transporter	
K10440	
K10441	
K11139	
membrane_fusion_protein_component	
K07454	
K07458	
K07109	
K00674	C04462,C03972,C04462,C04462
K00675	
K00677	C04738,C04738
K07690	
low-affinity	
K10538	
K10539	
K16291	
miniconductance	
K02298	
sigma_S_(sigma_38)_factor	
K02444	
DUF1992_family	
K00073	C00802,C00802,C00802,C00802
K00074	C00332,C00332,C01144,C00332,C02232,C02232,C02232,C02232
K00075	C01050,C01050,C01050,C01050,C01050,C01050
gamma_subunit_(EC:3.6.3.14)	
K07071	
K08279	
subunit_I_(EC:1.9.3.-)	
K08277	
K00455	C04642,C04642,C04642
AroM_family	
K00854	C00231,C00231
UPF0266_family	
K00857	C00364,C00364,C00365,C04242
K00851	C00345,C00345,C00345,C00345,C00345
K04759	
K00853	C00199,C00309,C01101,C00508
K04755	
bio-5'-AMP-binding	
