KO_code	Compound_codes
NADH-dependent_(EC:1.3.1.9)	
K10110	
xepin-CoA-forming_(EC:4.2.1.17)	
amyloid_curli_fibers	
K05844	
K05845	
K05846	
K15548	
NAD(P)-dependent_(EC:2.7.7.18)	
K04084	
K04088	
K00989	
K00982	
K01104	
K00981	C00416,C00416,C00416
K05592	
K05590	
K02926	
K00216	C04171,C04171
UPF0757_family	
K12529	
K02038	
K02039	
K03979	
K01744	C00049,C00122
K02031	
K01749	C00931,C00931,C00931
K02033	
K02034	
K02035	
multicopy_suppressor_of_htrA(degP)	
K02037	
K01585	C00062,C00062
K01584	C00062,C00062
K01589	C03373,C03373,C03373
K13650	
low_affinity	
K02056	
K03435	
K02456	
K02457	
K02106	
K02455	
K03459	
K02453	
K02450	
K03455	
K03451	
K03981	
K02459	
MukE_localization_factor	
K02193	
sigma_32_(sigma_H)_factor	
K01639	C00270
K01638	C00024,C00149,C00149,C00149,C00149
K01630	C00679,C00022,C01146
K14054	
K02858	C00199,C00199
K14056	
K14051	
K03527	C11811,C11811,C11811,C11811,C11811,C11811,C11811,C11811,C11811,C11811
K14052	
K02852	
K02853	
K02851	
K13014	
K14058	
K02854	
K03671	
K03670	
K03675	
beta-barrel_component	
K03676	
K09760	
involved_in_phospholipid_metabolism	
K04083	
K04082	
UPF0174_family	
K03299	
K03293	
K03292	
K03291	
K03290	
K03296	
K03294	
K03072	
K03071	
K03070	
K03077	C01101,C01101,C01101,C01101
K03076	
K03074	
K03274	C06397,C06397
K03271	C05382,C07836,C05382
K03270	C04478,C01187
K03273	C11472,C07838,C19879
K03272	C07838,C06397,C07836,C11472
K10805	
FMNH(2)-dependent_(EC:1.14.14.5)	
K06132	C00344,C00269,C00344,C00269,C00344,C00344
K03183	C05813,C05813,C05818,C05818,C05818,C13309,C13309,C13309,C13309,C17560,C17560,C17560
NAD(P)H-binding	
K03181	C00156,C00251,C00156
NAD(P)-binding	
delta_prime_subunit_(EC:2.7.7.7)	
K09971	
K07356	
K07354	
K07355	
K07350	
K07351	
formate-dependent	
K06223	
K06222	
K06917	
beta_prime_subunit_(EC:2.7.7.6)	
K06911	
threonine	
K08984	
ATP-dependent_zinc-metallo_(EC:3.4.24.-)	
subunit_(EC:1.-.-.-)	
DNA-binding_protein	
K10439	
hemimethylated_oriC_DNA-binding_protein	
membrane_protein	
K01912	C07086,C07086
K01910	
K01914	C00049,C00049,C00152,C00152,C00049
K01915	C00025,C00014,C00025,C00014,C00014,C00025,C00014,C00025
K01918	C00099,C00099,C00522,C00099,C00522,C00522,C00099
K01919	C00097,C00025,C00025,C00097
K07773	
K05939	C00638,C00229,C05973
K03474	C11638,C11437,C11638
K07173	C03539,C03539
K07170	
subunit_2	
K00371	C00088,C00244,C00244,C00088
K00373	C00088,C00244,C00244,C00088
K01358	
subunit_A	
subunit_B	
K01354	
subunit_E	
K01356	
cytoplasmic_STAS_component	
K10109	
K10108	
component_of_RuvABC_resolvasome_(EC:3.1.22.4)	
K15555	
K15554	
K15553	
K15552	
K15551	
K01825	C01144,C01144,C01144,C01144,C01144,C00332,C01144,C01144,C01144,C01144,C00877,C00877,C00877,C00877,C00877,C00877,C01144,C01144,C00877,C01144,C05668,C00894,C05668,C05668,C05668,C05668,C01144,C01144,C05998,C05262,C05262,C05262,C05262,C04405,C04405,C04405,C03345,C04405,C04405,C03460,C03460,C05259,C05258,C05259,C05258,C05258,C05258,C05258,C05258,C05261,C05260,C05261,C05260,C05260,C05260,C05260,C05260,C05263,C05262,C05263,C05262,C05264,C05264,C05264,C05264,C05267,C05266,C05267,C05266,C05266,C05266,C05266,C05266,C05269,C05268,C05269,C05268,C05268,C05268,C05268,C05268,C05280,C06001,C06001,C11946,C11945,C14145,C14145,C14145,C14145,C14144,C14144,C14144,C14144,C16374,C16374,C16387,C16387,C16468,C16468,C16469,C16469
K04079	
L-arginine-binding	
K04075	
K04072	C00084,C00084,C00084,C00084,C00084,C00084,C00226,C00469,C00469,C00469,C00469,C01412,C05576,C05577,C06611,C06613,C06611,C06612,C16348,C06612,C14089,C14089,C14089,C02909,C02909,C02909
K00517	C03582,C03582,C02235,C02235,C09880,C09880,C09880,C09880,C13624,C13629,C13624,C13631,C13631,C14315,C14315,C16200,C16200,C00292,C00292,C06813,C06813,C14298,C14298,C14220,C14220
K00995	C00269,C00269
K00990	
K03151	C15812,C15813,C15814
K02931	
K02933	
K02935	
delta_subunit_(EC:3.6.3.14)	
chaperone_activity	
K01000	C04702,C17556,C04702,C04882,C17556
RpoE_activator	
K01007	C00022,C00022,C00022,C00074,C00022,C00022
K01008	C01528,C01528
uter_membrane_subunit	
has_an_inactive_PPIase_domain_(EC:5.2.1.8)	
K08194	
K13641	
NAD-binding_(EC:1.1.1.264)	
K14682	C00025,C00025,C00025,C00025,C00025
cytochrome_b556_subunit	
inducible_(EC:6.1.1.6)	
K08351	C20386,C20386
K03468	
K03469	
K02446	C00354,C00354,C00085,C00354,C00354,C05378,C05378,C05378,C05345,C05345,C05345,C05378
K02441	
K02440	
LYSR-type	
K03466	
K01649	C00141,C00024,C02504,C02504,C00141,C00141
constitutive_(EC:6.1.1.6)	
K01643	C00158,C00036
K01647	C00036,C00024,C00158,C00024,C00036,C00036,C00024,C00158,C00158,C00036,C00036
DUF484_family	
K02598	
K02027	
K02025	
K02024	
predicted_transporter_subunit:_membrane_component_of_ABC_superfamily	
K02020	
K02841	
K03517	C05840,C00111,C05840
K02844	
K02847	
K02846	
K03885	
K06039	
DUF853_family_with_NTPase_fold	
phenylalanine_repressible_(EC:2.5.1.54)	
citrate-ACP_transferase_(alpha)_subunit_(EC:2.8.3.10_4.1.3.6)	
K03310	
membrane_anchor_subunit_(EC:1.1.5.3)	
K12994	
K12995	
K12516	
electron_source_for_NapAB	
K06916	
NAD(P)H-dependent_(EC:1.2.1.3)	
K03642	
K03657	
K03648	
K03649	
aerobic_Class_I_(EC:4.2.1.2)	
ARAC-type	
PLP-binding_(EC:4.1.1.19)	
GTPase	
K07184	
K06214	
K06211	
K06212	
K09933	
K07345	
aspartate_ABC_transporter_permease_subunit	
K07347	
K06219	
K11645	C00354,C00118,C00354,C00354,C00354,C00118,C05378,C05378,C05378,C05378,C05378,C05378,C05378,C05378,C00111,C00279,C00279,C00447,C00279,C00111,C01094,C01094
low_affinity_GNT_1_system	
in_two-component_regulatory_system_with_UvrY	
K00748	C04824,C04652,C04652,C04824
K08994	
COG1238_family	
K01869	C00123
inner_membrane_protein	
K09800	
K16346	
K16345	
K09807	
K09808	
PLP-binding_(EC:4.1.1.20)	
small_subunit_(EC:1.12.99.6)	
uptake_of_chitosugars	
K05921	C05600,C03063,C05600,C04052,C04052,C04052
K07160	
K00344	
beta_subunit_(EC:1.6.1.2)	
K02454	
K05820	
K02452	
K00526	C00008,C00008,C00342,C00015,C00035,C00035,C00112,C00342,C00112
K00527	C00002,C00002,C00044,C00044,C00342,C00063,C00063,C00342,C00342
K01839	C00620,C00620,C00672
K01838	C00663
K15524	
K01835	C00103,C00103,C00103,C00103,C00103,C00103,C00103,C00620,C00620,C00103,C00103
K01834	C00631,C00631,C00631,C00197,C00631,C00631,C00631,C00631
K04069	
K04064	
K04066	
K10002	
K02511	
K10000	
K10001	
K09023	C20253,C20253
K06205	
K08218	
K08219	
K02906	
K15633	C00631,C00631,C00631,C00197,C00631,C00631,C00631,C00631
K02688	
K01011	C00320,C00320,C00094,C00957,C00022
K00835	C00141,C00141,C00183
chain_G_(EC:1.6.5.3)	
K04335	
K11738	
K08322	
K01129	C00286
K08325	
K02477	
K01659	C00100
K01652	C00022,C00022,C00068,C00068,C00022,C00068,C00022,C00068,C00022,C00022,C00022,C00022,C06010,C06010,C00022,C00022,C05125,C00109,C00022,C00022,C00109,C00109,C00109,C00109
K02874	
K02876	
K02871	
K02878	
K02879	
GlpM_family	
K02057	
K02054	
K02055	
cell_division_and_growth_function	
K03502	
K02058	
K03893	
K06871	
K16326	
K09747	
tRNA_processing_enzyme	
K03476	C16186,C16186,C16186
K03475	C00072,C00072,C00072
citryl-ACP_lyase_(beta)_subunit_(EC:4.1.3.34_4.1.3.6)	
K03473	C03393,C03393
K03472	C00279,C00279
K03470	
K14053	
K03092	
K02302	C05778,C05778,C00748,C01051,C01051,C01051,C02463,C02463,C02463
K02300	
K02301	C00032,C00032
ATP-binding_component	
cytochrome_c-type_subunit	
K03651	
K03650	
global_regulator_of_anaerobic_growth	
K03654	
K03658	
K11749	
K11747	
K11744	
also_charges_selenocysteinyl-tRNA_with_serine_(EC:6.1.1.11)	
K11742	
K11743	
K11741	
Fe-S_center_for_redox-sensing	
membrane_anchor_subunit	
K05712	C11457,C11457,C11457,C12621,C12621,C12621
K13926	
K06200	
K06207	
K06206	
K09925	
K04844	
membrane_anchor	
K00759	C00020,C00147,C00242,C00242,C04677
K07085	
K07088	
K00757	C00299,C00299,C07649
K03631	
K07574	
K00247	C00042,C00042,C00042,C00042,C00042,C00042,C00042,C00042,C00042,C00042,C00042
K09817	
K09816	
K09815	
cobalamine-stimulated	
K09812	
K09811	
K10763	
K01937	C00075,C00075,C00075,C00075
K00962	C00046,C00046,C00046,C00046
AraC_family	
K07791	
K00688	C00369,C00369,C00369
K07156	
K07406	C05402,C00492,C05401,C01235,C05400,C05399,C01613,C06126,C06037,C05404,G00093
K07404	C01236,C01236,C01236,C01236,C01236
K00684	
subunit_A_(EC:5.99.1.-)	
K05835	
K01808	C00117,C00117,C00117,C00117,C00117,C00117,C00117,C02962,C02962
subunit_b_(EC:3.6.3.14)	
K00537	
K15539	
K01803	C00118,C00118,C00111,C00118,C00111,C00118,C00118,C00118,C00118
K01804	C00259,C00259
K01805	C00267,C00267,C00181,C00181
space-maker_hydrolase	
UPF0118_family	
K01246	
K01247	
K01241	C00020
K10017	
K14261	
K10011	C00167,C00167,C16153,C16153
K00228	C03263,C03263,C03263
K01338	
K02682	
K01069	C03451
K01791	C00043,C00043,C00043,C00043,C01170
K01061	C04431,C04431,C07090,C07090,C04706,C04706,C04706,C12834,C12835,C12834,C12838,C12838,C16477,C16477,C16476,C16476,C16476,C18242,C18242,C18309,C18309,C18304,C18304
K01066	C06676,C06676,C12448,C18216,C18216
K15460	
K00821	C01250,C01250,C00437,C01250,C01250,C04421,C04462,C04421,C04462
K00820	C00064,C00085,C00085
K00823	C00099,C00099,C00222,C00334,C00334,C00232
K05499	
K01488	C00212,C00212,C00559,C00559
K01485	C00380,C00106,C02376,C00791,C00791
K01487	C00242,C00385
K01480	C00179,C00179
K01665	C00251
K01667	C00078
heme_b-containing_(EC:1.11.1.6)	
K02468	
K02467	
K02466	
K02464	
K01466	C02350,C02350,C02350
K01464	C00429,C00429,C00429,C00429,C00906,C00906,C16630
K01462	
K01460	C00051,C00315,C05730,C05730,C05730
serine_protein_kinase_required_for_persister_formation	
K02860	
K09251	C00134,C00134
chain_B_(EC:1.6.5.3)	
K02041	
K02040	
K05541	
K02044	
subunit_1_(EC:2.7.7.4)	
K03319	
K03316	
Zn-dependent_and_NAD(P)-binding	
K03313	
K05365	C05898
RNA_polymerase-associated	
hexuronate_utilization_in_high_osmolarity	
K03790	
K03796	
K03797	
K03798	
K03407	
K03408	
modifies_ThiS_C-terminus_(EC:2.7.7.-)	
K06162	C20422
K06163	C20423
K02316	
K06167	C20440
K00358	
K05366	
K02400	
K11755	C02739,C02739,C02739,C02739,C02741,C02741,C02741,C02741
K11754	C00101,C00921,C00921
K11751	C00020,C00020,C00055,C00105,C00130,C00130,C00144,C00144,C00364,C00239,C00362,C00330,C00360,C00360,C00455,C00655,C00655,C00655,C01185
K11750	
K11753	C00061,C00016,C00255,C00255
K02407	
predicted_membrane_permease	
K01681	C00311,C00158,C00158,C00158,C00158,C00417,C00417,C00417,C00158,C00158,C00158,C00417,C00417,C00311,C00311,C00311,C00311,C00417
predicted_exopolysaccharide_export_protein	
K11991	
DUF805_family	
K11996	
DNA-binding_transcriptional_dual_regulator	
radical_SAM_superfamily	
K01448	
K07095	
RpoS-dependent	
receptor_of_phage_T6_and_colicin_K	
PLP-dependent	
K10974	
beta_subunit_(EC:2.8.3.8)	
alkyltransferase-like_protein_ATL	
K09861	
K01929	C05892,C00993,C05892,C04877,C04877,C00993
K01928	C00680,C00692
K01923	C04751,C04751,C04751
K08160	
K01921	C00133,C00133,C00133
K11179	
K01925	C00217,C01212,C01212,C01212
K01924	C01050,C01050,C01212
K00322	C00003,C00003
K07789	
K07788	
UPF0149_family	
K07786	
K07783	
K07782	
inner_membrane	
K10806	
K07146	
K13888	
K06949	
K07141	
with_NAD(P)-binding_Rossmann-fold_domain	
K09136	
K01816	C00168,C00168
K01813	C00507
K05809	
K01811	
K05805	
Fe-S_subunit_(EC:1.3.99.1)	
K05801	
K05803	
K04046	
K04044	
K04042	C04501,C00043,C04501,C06156,C04501
K00782	
K00788	C04327,C04752,C04327,C04752
IM-tethered_periplasmic_protein_of_the_LptBFGC_export_complex	
K01258	
alpha_chain_(EC:3.1.11.5)	
K01256	C01419,C01419,C05729
K01250	
K01252	C00885,C00885
PLP-dependent_(EC:4.1.99.1)	
leucine-binding	
regulatory_subunit	
K01070	C01031,C01031
K01077	C03360,C03360,C04895,C04895
csgD_regulator	
periplasmic_binding_protein	
K00817	C00166,C00166,C00079,C00079,C00079,C00166,C00166,C00082,C00082,C00082,C00082,C00082,C00082,C00082,C01179,C01179,C01100,C01267,C01100,C01267
K08304	
K08305	
K08306	
K08307	
K08301	
K08303	
DUF2593_family	
K05790	
K05798	
K05799	
K01495	C00044,C00044,C06148,C06148,C05922,C05922,C05923,C05923
selenopolypeptide_subunit_(EC:1.2.1.2)	
K02418	
K02419	
K02412	
K02413	
K01679	C00149,C00149,C00122,C00149,C00149,C00149
K02783	C00794
K02895	
K02890	
K01785	C00267,C00267,C00267
K01784	C00029,C00029,C00052,C00029
alpha_subunit_(EC:1.17.4.1)	
K01782	C01144,C01144,C01144,C01144,C01144,C00332,C01144,C01144,C01144,C01144,C00877,C00877,C00877,C00877,C00877,C00877,C01144,C01144,C00877,C01144,C05668,C00894,C05668,C05668,C05668,C05668,C01144,C01144,C05998,C05262,C05262,C05262,C05262,C04405,C04405,C04405,C03345,C04405,C04405,C03460,C03460,C05259,C05258,C05259,C05258,C05258,C05258,C05258,C05258,C05261,C05260,C05261,C05260,C05260,C05260,C05260,C05260,C05263,C05262,C05263,C05262,C05264,C05264,C05264,C05264,C05267,C05266,C05267,C05266,C05266,C05266,C05266,C05266,C05269,C05268,C05269,C05268,C05268,C05268,C05268,C05268,C06001,C06001,C11946,C11945,C14145,C14145,C14145,C14145,C14144,C14144,C14144,C14144,C16387,C16387,C16468,C16468,C16469,C16469
K00826	C00123,C00123,C00123,C00233,C00123,C00233,C00123,C00183,C00141,C00183,C00183,C00141,C00183,C00141,C00183,C00407,C00671,C00407,C00671,C00407,C00671,C00407
K02071	
K02072	
K02073	
K02526	
K02527	C04121,C04919,C04919,C04121,C04121,C06024,C04121,C06024
K02523	C00448,C00448
K02520	
K02521	
K03305	
K03304	
K02529	
iron-regulated	
UPF0324_family	
K03787	C00020,C00020,C00055,C00105,C00130,C00130,C00144,C00144,C00364,C00239,C00362,C00330,C00360,C00360,C00455,C00655,C00655,C00655,C01185
K03789	
K03412	
K03417	C04593
K06186	
regulator_of_the_CreBC_regulon	
periplasmic_(EC:3.4.21.-)	
K06175	
K06179	
K09903	C00105,C00015
K14260	C00041,C00022,C00022,C00041,C00026,C00026,C00041,C00141,C00141,C00183
K12144	
K12410	
K12141	
K12143	
K12148	
K07313	
required_for_type_1_fimbriae	
K16088	
K16089	
NAD(+)-dependent	
K12527	
K12525	C00049,C00049,C00049,C00049,C00049,C00049,C00049,C00049,C00263,C00263,C00263,C00263,C00263,C00263,C00441,C00263,C00263,C00263,C00263,C00263,C00263,C00441
K12524	C00049,C00049,C00049,C00049,C00049,C00049,C00049,C00049,C00263,C00263,C00263,C00263,C00263,C00263,C00441,C00263,C00263,C00263,C00263,C00263,C00263,C00441
K09788	
K02834	
K09781	
K16066	C00222,C00222,C01013,C01013,C00222
NAD(+)-dependent_(EC:1.1.1.85)	
K13788	C00024,C00024,C00024,C00227,C00024,C00024,C00024,C00024,C00100,C02876
K07229	
K07224	
K07552	
NADH-dependent_(EC:1.-.-.-)	
K03931	
K10708	
K03205	
DUF218_superfamily	
K15585	
K16264	
K07139	
K06957	
K16263	
K06959	
NAD(P)-binding_(EC:1.1.1.25)	
K05819	
K05818	
K01866	C00082
K01867	C00078
K05813	
K01868	C00188
K05810	
K05817	
K05816	
K05815	
K04031	
norvaline_resistance	
deoxyinosine_3'_endonuclease_(EC:3.1.21.7)	
K00029	C00149,C00149,C00149,C00149,C00149,C00149,C00149
K00799	C00051,C01322,C14786,C14787,C14787,C14802,C14802,C14800,C14800,C14839,C14840,C14851,C14852,C14858,C14857,C14859,C14865,C06790,C11088,C14870,C07645,C19586
K00797	C01137,C00134,C01137,C00134,C00170,C00315,C01137,C00315,C01137,C00750,C00315,C00315,C01672
K00024	C00149,C00149,C00149,C00036,C00036,C00036,C00149,C00149,C00149,C00149
K00027	C00149,C00149,C00149,C00149,C00149
K00794	C04732,C15556,C15556,C04732
K07048	
K00790	C00043,C00043,C04631
K09015	
K01262	
K01265	
K09019	C00222,C00222,C01013,C01013,C00222
K08227	
K02337	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K08223	
K06145	
K10037	
K10036	
component_of_RNA_degradosome_(EC:2.7.4.1)	
K01142	
small_subunit_of_GroESL	
high-affinity_GNT_I_system	
FMN-linked_(EC:1.1.2.3)	
alpha_subunit_(EC:2.5.1.9)	
K04764	
K04765	C00002,C00002,C00029,C00029,C00044,C00063,C00075,C00105,C00081
K04763	
K04761	
membrane_anchored_protein_involved_in_growth_of_wall_at_septum	
K00806	C00448,C00448
K00800	C03175,C01269,C03175,C03175
K08313	
K08310	
K08315	
K08314	
K08318	
small_conductance	
K05782	
K05781	
K05780	C20396
K05786	
K14393	
K15268	
K02409	
mediator_of_catabolite_repression	
K01686	C00514,C00514
K01687	C04039,C04272,C04272,C04272,C04272,C04272,C06007,C06007,C06007,C06007,C06007
K01685	C00817,C00204
K01682	C00311,C00158,C00158,C00158,C00158,C00417,C00417,C00417,C00158,C00158,C00158,C00417,C00417,C00311,C00311,C00311,C00311,C00417,C04225
K05367	
K02406	
ATPase	
K01443	C00357,C00352
K02791	C00208
K02795	C00159,C00159,C00159
K02794	C00159,C00159,C00159
K02796	C00159,C00159,C00159
K02888	
K13735	
K02884	
K02881	
K02068	
K01042	C06481,C05172,C06481
DUF202_family	
K01048	
K02064	
K02536	C06022,C04652
K02533	
K02083	C00499,C00499
K02082	
forms_pores	
xylose-binding	
K12957	
NAD_(EC:1.1.1.6)	
K03424	
homocysteine-binding	
K03757	
K03755	
K03759	
K06148	
K06149	
K06144	
K02336	
K02335	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K06147	
K06140	
K06141	
K06143	
substrates_include_Ap3A	
K03688	C05810,C05810,C05807,C05807,C05807
K03685	
K03687	
m(6)A1519_dimethyltransferase	
K07301	
K03111	
K03112	
function_unknown	
K07304	
K03116	
K03117	
K13954	C00226,C00469,C00469,C00469,C00469,C05576,C05577,C06611,C06613,C06611,C06612,C16348,C06612,C14089,C14089,C14089,C02909,C02909,C02909
S-adenosyl-L-methionine-dependent	
K07300	
K16092	
K16090	
Fe-S_subunit_(EC:1.12.7.2)	
small_subunit_(EC:2.2.1.6)	
UPF0756_family	
GTP-binding	
biotin-independent_(EC:4.1.1.41)	
K07238	
K06894	
K06895	
K07235	
K07237	
K07236	
K07232	
beta_subunit_(EC:6.1.1.20)	
K11391	
subunit_B_(EC:5.99.1.3)	
K05966	
K05964	
NAD-dependent_(EC:1.1.1.57)	
K08641	
K00658	C15973,C00091,C06157,C00527,C00026
suppressor_of_msbA_and_KDO_essentiality	
K00656	C00058,C00024,C00022,C00022,C00109
K00657	C00134,C00134
K00655	C00681,C00040,C00040,C00681,C00416
K00652	C01063,C01063,C19845,C19845
membrane_subunit	
UPF0014_family	
UPF0005_family	
[4Fe-4S]_ferredoxin_subunit	
K10823	
K07127	C11821,C11821,C11821
K07126	
large_subunit_(EC:1.2.1.2)	
K01870	C00407
K01873	C00183
K01872	C00041
K01876	C00049
NAD-dependent_(EC:1.1.1.17)	
K04026	
K07056	
UPF0114_family	
K07058	
beta_subunit_(EC:1.7.99.4)	
K00275	C00647,C00018,C00627,C00627,C00534,C00250,C00314,C00250
K00276	C00483,C01888,C05332,C00986,C02723,C02723,C02723,C03758,C03758,C03758,C03758,C01672,C01672,C01672
penicillin-binding_protein	
K00278	C00049,C00036,C00049,C00049
K01305	
K04775	
K05851	C00002,C00044
K04773	
K16074	
K02654	
K05685	
K00878	C04294,C04294
K00879	C01721
K13638	
K13636	
K13637	
K13631	
K00874	C00204,C04442,C00204,C00204
K01271	
K01270	C01419,C01419,C05729
K05776	
K05777	
K05775	
K05540	
K01690	C00345,C00345,C00345,C00345
K00906	
beta_subunit_(EC:2.7.7.6)	
K00901	C00641,C00641,C00641,C00641
acyl_carrier_(gamma)_subunit_(EC:4.1.3.6)	
K04568	C00047
gamma_chain_(EC:3.1.11.5)	
K01058	C00157,C00157,C00219,C00219,C00350,C00350,C02737,C00157,C01595,C04756,C04635,C05212,C04317,C00157,C06427,C00157,C06427
K05515	
thiamin-binding_(EC:2.2.1.1)	
K02504	
K02505	
transcription_regulator_and_site-specific_recombination_factor_(EC:3.4.11.1)	
K02509	C03063,C03063,C05600
K12944	
K12943	
K03701	
K02436	
K13381	C00461,C00461
K03925	
K03924	
K03431	C00352,C06156
K03314	
K03923	
K03212	
K03747	
K03210	
K03217	
K03216	
mega_subunit_(EC:2.7.7.6)	
non-catalytic_subunit	
thiamine-requiring	
K06153	C04574
K02343	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K02340	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K06157	
K02344	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K03695	
K16868	
K09477	
K09470	C00134,C00025,C00134
K09473	C15767,C00334
K03327	
K03326	
K03324	
K03322	
K03321	
permease_subunit	
alpha_subunit_(EC:1.7.99.4)	
small_subunit_(light_chain)_(EC:4.3.1.7)	
K03100	
chain_I_(EC:1.6.5.3)	
K00852	C00121,C01801
K17713	
K17247	
K11941	
hypoxanthine-binding	
K06889	
DUF417_family	
K09690	
PLP-dependent_(EC:4.3.1.15)	
K00483	C00642,C00642,C00642,C05593
K05997	
K05995	
K00484	C00642,C00642,C00642,C05593
K07114	
K10831	
K07113	
K00313	
K00640	C00065,C00065,C00979,C00065,C00065,C00065
K10545	
K10544	
K10543	
K10542	
K10540	
K07688	
K07689	
UPF0053_family	
K01845	C03741,C00430,C00430
K01847	C01213,C01213,C01213,C01213,C01213,C01213,C01213
K01840	C00275,C00275,C00636,C00275
K04018	
NAD(P)-binding_(EC:1.1.1.86)	
K03811	
K04016	C00088,C00014
K04017	
permease_component	
FAD/NAD(P)-binding	
K00265	C00064,C00026,C00064,C00026,C00025,C00025,C00026,C00064,C00026,C00025,C00025,C00064,C00025,C00025,C00025,C00025,C00026
K01999	
K01992	
K01990	
in_BamABCDE_complex	
K01996	
K01997	
K01995	
K01515	C00301
K01512	C00227,C06206,C06206
K00868	C00250,C00250,C00314,C00314,C00534,C00647
K13629	
K13628	
K00865	C00258,C00258,C00258,C00197,C00258
K00864	C00116,C00093
K00867	C00831,C00864,C00864,C04079
alpha_subunit_(EC:4.2.1.20)	
K01190	C05796,C00243,C00243,C01290,C01290
OM_porin	
K01194	C01083,C01083
K02314	
UPF0259_family	
pyruvate-responsive_YpdAB_two-component_system	
fimbrial_transporter_homolog	
beta_subunit_(EC:2.7.7.7)	
PLP-dependent_(EC:4.1.1.15)	
K01424	C00152,C00152,C00152,C00152
K01425	C00064,C00064,C00064,C00064,C00014,C00025,C00819,C00217
constitutive_(EC:4.1.1.18)	
K05501	
c-type_cytochrome_subunit_TorY_(EC:1.7.2.3)	
K03591	
K03592	
K03593	
GlnE	
K02510	C06201,C00232,C00022
antitoxin_is_MazE	
K12974	
Fe-S_subunit	
K11904	
K02421	
K02420	
K02426	
K02429	
K03770	
K03771	
K03772	
K03775	
K03776	
K03777	C00256
K12372	
K02358	
K02357	
K02356	
induced_by_sialic_acid	
K16704	
multicopy_suppressor_of_coaA(Ts)	
K13979	
K12111	C00243,C00243
K12288	
K12289	
K09996	
K09997	
K07322	
K07320	
K03177	
FAD-linked	
tRNA_pseudouridine(32)_synthase	
K13889	
K12573	
K08191	
K16053	
predicted_transporter	
K03973	
K07214	
K08296	
K06183	
acid-inducible_(EC:4.1.1.18)	
K06187	
K06188	
K07588	
rotate_and_citrate_transporter	
K10440	
K10441	
K11139	
membrane_fusion_protein_component	
K07454	
K07458	
K07109	
K00674	C03972,C04462,C03972,C03972
K00675	
K00677	C00043,C00043
K07690	
low-affinity	
K10538	
K10539	
K16291	
miniconductance	
K02298	
sigma_S_(sigma_38)_factor	
K02444	
DUF1992_family	
K00073	C00603,C00603,C00603,C00603
K00074	C01144,C01144,C00332,C01144,C14145,C14145,C14145,C14145
K00075	C04631,C04631,C04631,C04631,C04631,C04631
gamma_subunit_(EC:3.6.3.14)	
K07071	
K08279	
subunit_I_(EC:1.9.3.-)	
K08277	
K00455	C01161,C01161,C01161
AroM_family	
K00854	C00310,C00310
UPF0266_family	
K00857	C00214,C00214,C00526,C11736
K00851	C00257,C00257,C00257,C00257,C00257
K04759	
K00853	C00309,C00199,C00508,C01101
K04755	
bio-5'-AMP-binding	
