Compound_code	Metabolite_name	Importance_score	p_value
C16471	5-Methyl-3-oxo-4-hexenoyl-CoA	-9.131	n.s.
C05335	L-Selenomethionine	-8.587	n.s.
C16477	5-Fluoromuconolactone	9.773	n.s.
C16476	4-Fluoromuconolactone	9.773	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-8.124	n.s.
C00027	Hydrogen_peroxide	-8.2	n.s.
C00942	3',5'-Cyclic_GMP	-9.445	n.s.
C00026	2-Oxoglutarate	8.67	<0.05
C05356	5(S)-HPETE	8.82	n.s.
C02430	L-Methionyl-tRNA	10.386	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	-9.529	n.s.
C14818	Fe2+	8.704	n.s.
C00430	5-Aminolevulinate	0.0	n.s.
C05267	3-Oxooctanoyl-CoA	0.0	n.s.
C00828	Menaquinone	-8.435	n.s.
C01451	Salicin	7.384	<0.05
C01024	Hydroxymethylbilane	-6.524	n.s.
C00530	Hydroquinone	-8.83	n.s.
C04501	N-Acetyl-alpha-D-glucosamine_1-phosphate	0.0	n.s.
C06126	Digalactosylceramide	12.079	<0.05
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	-5.044	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	-8.017	n.s.
C01185	Nicotinate_D-ribonucleotide	8.879	n.s.
C06790	Trichloroethene	9.976	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	8.353	n.s.
C15813	C15813	0.0	n.s.
C15814	C15814	0.0	n.s.
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-9.936	<0.05
C00029	UDP-glucose	-0.322	n.s.
C05796	Galactan	9.371	n.s.
C00493	Shikimate	0.0	n.s.
C05752	Octanoyl-[acp]	10.44	n.s.
C00555	4-Aminobutyraldehyde	4.0	n.s.
C00794	D-Sorbitol	-11.896	<0.05
C03921	2-Dehydro-3-deoxy-D-glucarate	-9.236	n.s.
C00144	GMP	-5.378	n.s.
C00791	Creatinine	8.611	n.s.
C16219	3-Oxostearoyl-[acp]	10.205	<0.05
C14865	2-(S-Glutathionyl)acetyl_chloride	0.0	n.s.
C00227	Acetyl_phosphate	-8.851	<0.05
C00226	Primary_alcohol	10.47	n.s.
C00224	Adenylyl_sulfate	-9.83	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	4.459	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	12.079	<0.05
C00385	Xanthine	-6.21	n.s.
C00387	Guanosine	-8.865	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	8.14	n.s.
C00882	Dephospho-CoA	8.379	n.s.
C14868	S-(1,2-Dichlorovinyl)glutathione	-9.976	n.s.
C16392	4-Hydroxylamino-2,6-dinitrotoluene	-8.7	n.s.
C16393	2-Hydroxylamino-4,6-dinitrotoluene	-8.7	n.s.
C00894	Propenoyl-CoA	0.0	n.s.
C00288	HCO3-	-9.214	n.s.
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	-9.945	n.s.
C00546	Methylglyoxal	-7.762	n.s.
C05766	Uroporphyrinogen_I	8.791	n.s.
C01368	3'-UMP	-8.886	n.s.
C00508	L-Ribulose	5.404	n.s.
C00366	Urate	-9.993	n.s.
C01801	Deoxyribose	9.313	n.s.
C00364	dTMP	6.759	n.s.
C00365	dUMP	-8.5	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	8.401	n.s.
C00360	dAMP	8.874	n.s.
C00008	ADP	-8.775	n.s.
C00007	Oxygen	8.2	n.s.
C00006	NADP+	7.447	n.s.
C00005	NADPH	4.322	n.s.
C00003	NAD+	-8.658	n.s.
C00002	ATP	8.641	n.s.
C00369	Starch	7.359	n.s.
C00376	Retinal	-8.124	n.s.
C03582	Resveratrol	8.43	n.s.
C16619	6-Thioguanosine_monophosphate	-9.362	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	-9.344	n.s.
C00130	IMP	-4.977	n.s.
C03741	(S)-4-Amino-5-oxopentanoate	7.441	n.s.
C16614	6-Methylmercaptopurine	9.362	n.s.
C00645	N-Acetyl-D-mannosamine	-8.772	n.s.
C00099	beta-Alanine	-7.349	n.s.
