Compound_code	Metabolite_name	Importance_score	p_value
C16586	2-Phenyl-1,3-propanediol_monocarbamate	5.476	n.s.
C05528	3-Sulfopyruvate	-9.433	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	3.0	n.s.
C00149	(S)-Malate	-9.918	<0.05
C00944	3-Dehydroquinate	3.0	n.s.
C05356	5(S)-HPETE	0.0	n.s.
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	5.476	n.s.
C02430	L-Methionyl-tRNA	-8.886	n.s.
C15547	1,4-Dihydroxy-2-naphthoyl-CoA	-7.16	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	-5.044	n.s.
C14819	Fe3+	-7.531	n.s.
C14818	Fe2+	7.531	n.s.
C00436	N-Carbamoylputrescine	6.392	n.s.
C00437	N-Acetylornithine	6.183	n.s.
C00438	N-Carbamoyl-L-aspartate	6.222	n.s.
C00826	L-Arogenate	8.219	n.s.
C00535	Testosterone	8.093	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	6.966	n.s.
C00469	Ethanol	5.476	n.s.
C06125	Sulfatide	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	5.0	n.s.
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	-8.626	n.s.
C01185	Nicotinate_D-ribonucleotide	-7.885	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C00491	L-Cystine	8.384	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	0.0	n.s.
C05750	3-Oxooctanoyl-[acp]	6.939	n.s.
C00141	3-Methyl-2-oxobutanoic_acid	-8.713	n.s.
C15815	C15815	5.392	n.s.
C16216	3-Oxostearoyl-CoA	9.99	n.s.
C05796	Galactan	8.757	n.s.
C05791	D-Urobilinogen	0.0	n.s.
C00015	UDP	-7.543	n.s.
C05659	5-Methoxytryptamine	-3.585	n.s.
C00794	D-Sorbitol	-6.966	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	0.0	n.s.
C00791	Creatinine	0.0	n.s.
C05557	Isopenicillin_N	0.0	n.s.
C05552	Biocytin	0.0	n.s.
C00798	Formyl-CoA	0.0	n.s.
C00227	Acetyl_phosphate	0.158	n.s.
C00226	Primary_alcohol	5.476	n.s.
C00224	Adenylyl_sulfate	-5.802	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	-6.304	n.s.
C00221	beta-D-Glucose	-10.936	<0.05
C00385	Xanthine	7.882	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	7.018	n.s.
C02504	alpha-Isopropylmalate	7.353	n.s.
C00229	Acyl-carrier_protein	10.087	n.s.
C00380	Cytosine	0.0	n.s.
C15978	2-Methyl-1-hydroxybutyl-ThPP	0.0	n.s.
C00490	Itaconate	0.0	n.s.
C00881	Deoxycytidine	7.267	n.s.
C05759	3-Oxotetradecanoyl-[acp]	7.16	n.s.
C00546	Methylglyoxal	-9.329	n.s.
C01368	3'-UMP	0.0	n.s.
