Compound_code	Metabolite_name	Importance_score	p_value
C05528	3-Sulfopyruvate	0.0	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00944	3-Dehydroquinate	0.0	n.s.
C02430	L-Methionyl-tRNA	0.0	n.s.
C00437	N-Acetylornithine	0.0	n.s.
C00531	Itaconyl-CoA	0.0	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	0.0	n.s.
C01180	4-Methylthio-2-oxobutanoic_acid	0.0	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0.0	n.s.
C01185	Nicotinate_D-ribonucleotide	0.0	n.s.
C00221	beta-D-Glucose	0.0	n.s.
C05751	trans-Oct-2-enoyl-[acp]	0.0	n.s.
C05796	Galactan	0.0	n.s.
C00794	D-Sorbitol	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	0.0	n.s.
C00798	Formyl-CoA	0.0	n.s.
C00227	Acetyl_phosphate	0.0	n.s.
C00226	Primary_alcohol	0.0	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	0.0	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	0.0	n.s.
C00385	Xanthine	0.0	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	0.0	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C00093	sn-Glycerol_3-phosphate	0.0	n.s.
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	0.0	n.s.
C02291	L-Cystathionine	0.0	n.s.
C00364	dTMP	0.0	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	0.0	n.s.
C00360	dAMP	0.0	n.s.
C00008	ADP	0.0	n.s.
C00006	NADP+	0.0	n.s.
C00005	NADPH	0.0	n.s.
C00003	NAD+	0.0	n.s.
C00002	ATP	2.032	<0.05
C00369	Starch	0.0	n.s.
C05703	Methaneselenol	0.0	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	0.0	n.s.
C16619	6-Thioguanosine_monophosphate	0.0	n.s.
C16618	6-Thioxanthine_5'-monophosphate	0.0	n.s.
C02612	(R)-2-Methylmalate	0.0	n.s.
C03742	(S)-4-Hydroxymandelonitrile	0.0	n.s.
C00313	Oxalyl-CoA	0.0	n.s.
C00311	Isocitrate	0.0	n.s.
C00310	D-Xylulose	0.0	n.s.
C01931	L-Lysyl-tRNA	0.0	n.s.
C00314	Pyridoxine	0.0	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	3.585	<0.05
C00092	D-Glucose_6-phosphate	0.0	n.s.
C02226	2-Methylmaleate	0.0	n.s.
C00095	D-Fructose	0.0	n.s.
C00096	GDP-mannose	0.0	n.s.
C00097	L-Cysteine	0.0	n.s.
C14099	2-Naphthaldehyde	0.0	n.s.
C14090	1-Naphthaldehyde	0.0	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	0.0	n.s.
C00378	Thiamine	0.0	n.s.
C00186	(S)-Lactate	0.0	n.s.
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	0.0	n.s.
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0.0	n.s.
C00166	Phenylpyruvate	0.0	n.s.
C00167	UDP-glucuronate	0.0	n.s.
C00160	Glycolate	0.0	n.s.
C02984	L-Aspartyl-tRNA(Asp)	0.0	n.s.
C02987	L-Glutamyl-tRNA(Glu)	0.0	n.s.
C03263	Coproporphyrinogen_III	0.0	n.s.
C02047	L-Leucyl-tRNA	0.0	n.s.
C04376	5'-Phosphoribosyl-N-formylglycinamide	0.0	n.s.
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	0.0	n.s.
C03089	5-Methylthio-D-ribose	0.0	n.s.
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.
C01380	Ethylene_glycol	0.0	n.s.
C01419	Cys-Gly	0.0	n.s.
C05838	cis-2-Hydroxycinnamate	0.0	n.s.
C01412	Butanal	0.0	n.s.
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C08325	Amygdalin	0.0	n.s.
C03402	L-Asparaginyl-tRNA(Asn)	0.0	n.s.
C03406	N-(L-Arginino)succinate	0.0	n.s.
C05512	Deoxyinosine	0.0	n.s.
C04181	3-Hydroxy-3-methyl-2-oxobutanoic_acid	0.0	n.s.
C05519	L-Allothreonine	0.0	n.s.
C00288	HCO3-	0.0	n.s.
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0.0	n.s.
C00084	Acetaldehyde	0.0	n.s.
C00695	Cholic_acid	0.0	n.s.
C00269	CDP-diacylglycerol	0.0	n.s.
C00506	L-Cysteate	0.0	n.s.
C00504	Folate	0.0	n.s.
C00263	L-Homoserine	0.0	n.s.
C00262	Hypoxanthine	0.0	n.s.
C00267	alpha-D-Glucose	0.0	n.s.
C00266	Glycolaldehyde	0.0	n.s.
C00469	Ethanol	0.0	n.s.
C00460	dUTP	0.0	n.s.
C00463	Indole	0.0	n.s.
C00286	dGTP	0.0	n.s.
C00283	Hydrogen_sulfide	0.0	n.s.
C01962	Thiocysteine	0.0	n.s.
C00063	CTP	2.392	<0.05
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0.0	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	0.0	n.s.
C05947	L-erythro-4-Hydroxyglutamate	0.0	n.s.
C05946	D-4-Hydroxy-2-oxoglutarate	0.0	n.s.
C01209	Malonyl-[acyl-carrier_protein]	0.0	n.s.
C00217	D-Glutamate	0.0	n.s.
C00212	Adenosine	0.0	n.s.
C16688	Sucrose_6-phosphate	0.0	n.s.
C00606	3-Sulfino-L-alanine	0.0	n.s.
C00036	Oxaloacetate	0.0	n.s.
C00037	Glycine	0.0	n.s.
C00035	GDP	0.0	n.s.
C00031	D-Glucose	0.0	n.s.
C00137	myo-Inositol	0.0	n.s.
C00136	Butanoyl-CoA	0.0	n.s.
C00133	D-Alanine	0.0	n.s.
C00039	DNA	0.0	n.s.
C00043	UDP-N-acetyl-alpha-D-glucosamine	0.0	n.s.
C00042	Succinate	0.0	n.s.
C00041	L-Alanine	0.0	n.s.
C00040	Acyl-CoA	0.0	n.s.
C00047	L-Lysine	0.0	n.s.
C00046	RNA	-2.083	<0.05
C00044	GTP	-1.644	<0.05
C00049	L-Aspartate	0.0	n.s.
C04236	(2S)-2-Isopropyl-3-oxosuccinate	0.0	n.s.
C01101	L-Ribulose_5-phosphate	0.0	n.s.
C01100	L-Histidinol_phosphate	0.0	n.s.
C01103	Orotidine_5'-phosphate	0.0	n.s.
C01102	O-Phospho-L-homoserine	0.0	n.s.
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	0.0	n.s.
C00101	Tetrahydrofolate	0.0	n.s.
C05122	Taurocholate	0.0	n.s.
C03688	Apo-[acyl-carrier-protein]	0.0	n.s.
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	0.0	n.s.
C06006	(S)-2-Aceto-2-hydroxybutanoate	0.0	n.s.
C00957	Mercaptopyruvate	0.0	n.s.
C04302	N-(5-Phospho-D-ribosyl)anthranilate	0.0	n.s.
