Compound_code	Metabolite_name	Importance_score	p_value
C16471	5-Methyl-3-oxo-4-hexenoyl-CoA	-1.585	n.s.
C05335	L-Selenomethionine	-1.0	n.s.
C16477	5-Fluoromuconolactone	1.585	n.s.
C16476	4-Fluoromuconolactone	1.585	n.s.
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	0.0	n.s.
C00148	L-Proline	0.737	n.s.
C00942	3',5'-Cyclic_GMP	-1.585	n.s.
C00149	(S)-Malate	-4.503	<0.05
C05356	5(S)-HPETE	0.0	n.s.
C02430	L-Methionyl-tRNA	2.0	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	-2.0	n.s.
C14818	Fe2+	0.0	n.s.
C00430	5-Aminolevulinate	0.0	n.s.
C05267	3-Oxooctanoyl-CoA	0.0	n.s.
C00828	Menaquinone	-2.322	n.s.
C01451	Salicin	1.0	n.s.
C01024	Hydroxymethylbilane	0.0	n.s.
C00826	L-Arogenate	1.0	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	2.322	n.s.
C00534	Pyridoxamine	0.0	n.s.
C06126	Digalactosylceramide	1.585	n.s.
C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	6.392	<0.05
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	-1.0	n.s.
C01185	Nicotinate_D-ribonucleotide	1.138	n.s.
C06790	Trichloroethene	0.0	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	1.0	n.s.
C15813	C15813	0.0	n.s.
C15814	C15814	0.0	n.s.
C15815	C15815	0.0	n.s.
C00029	UDP-glucose	-0.7	n.s.
C05796	Galactan	1.0	n.s.
C00493	Shikimate	0.0	n.s.
C05752	Octanoyl-[acp]	2.0	n.s.
C16387	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	1.585	n.s.
C00794	D-Sorbitol	-1.0	n.s.
C03921	2-Dehydro-3-deoxy-D-glucarate	-2.585	n.s.
C00144	GMP	-0.485	n.s.
C00791	Creatinine	1.0	n.s.
C16219	3-Oxostearoyl-[acp]	2.0	n.s.
C14865	2-(S-Glutathionyl)acetyl_chloride	0.0	n.s.
C00227	Acetyl_phosphate	-2.292	<0.05
C00226	Primary_alcohol	1.874	n.s.
C00224	Adenylyl_sulfate	-1.0	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	-1.0	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	1.585	n.s.
C00385	Xanthine	0.0	n.s.
C00387	Guanosine	-1.28	n.s.
C02504	alpha-Isopropylmalate	0.0	n.s.
C00229	Acyl-carrier_protein	0.0	n.s.
C00882	Dephospho-CoA	0.0	n.s.
C14868	S-(1,2-Dichlorovinyl)glutathione	0.0	n.s.
C16392	4-Hydroxylamino-2,6-dinitrotoluene	0.0	n.s.
C16393	2-Hydroxylamino-4,6-dinitrotoluene	0.0	n.s.
C00894	Propenoyl-CoA	0.0	n.s.
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	-2.0	n.s.
C00546	Methylglyoxal	0.0	n.s.
C01368	3'-UMP	0.0	n.s.
C00508	L-Ribulose	0.0	n.s.
C00366	Urate	-1.0	n.s.
C01801	Deoxyribose	1.585	n.s.
C00364	dTMP	1.222	n.s.
C00365	dUMP	0.0	n.s.
C00362	dGMP	0.0	n.s.
C00363	dTDP	1.0	n.s.
C00360	dAMP	1.222	n.s.
C00008	ADP	-1.0	n.s.
C00007	Oxygen	0.0	n.s.
C00006	NADP+	-0.585	n.s.
C00005	NADPH	0.0	n.s.
C00003	NAD+	1.0	n.s.
C00002	ATP	1.28	n.s.
C00369	Starch	-0.415	n.s.
C00577	D-Glyceraldehyde	-1.0	n.s.
C03582	Resveratrol	1.585	n.s.
C16619	6-Thioguanosine_monophosphate	-2.0	n.s.
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	-1.138	n.s.
C03741	(S)-4-Amino-5-oxopentanoate	0.0	n.s.
C16614	6-Methylmercaptopurine	2.0	n.s.
C00645	N-Acetyl-D-mannosamine	-2.0	n.s.
C00099	beta-Alanine	-1.585	n.s.
C00647	Pyridoxamine_phosphate	0.0	n.s.
C00310	D-Xylulose	-1.585	n.s.
C00641	1,2-Diacyl-sn-glycerol	1.0	n.s.
C01931	L-Lysyl-tRNA	-2.322	n.s.
C00315	Spermidine	0.379	n.s.
C00314	Pyridoxine	0.0	n.s.
C00090	Catechol	-1.585	n.s.
C00091	Succinyl-CoA	0.0	n.s.
C00092	D-Glucose_6-phosphate	-0.652	n.s.
C00093	sn-Glycerol_3-phosphate	0.926	n.s.
C02593	Tetradecanoyl-CoA	0.0	n.s.
C00095	D-Fructose	0.322	n.s.
C00097	L-Cysteine	0.238	n.s.
C14099	2-Naphthaldehyde	-1.874	n.s.
C06311	Galactitol_1-phosphate	1.0	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-0.893	n.s.
C14090	1-Naphthaldehyde	-1.874	n.s.
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	-1.0	n.s.
C02282	Glutaminyl-tRNA	0.0	n.s.
C11941	Pinocarveol	-1.585	n.s.
C04732	5-Amino-6-(1-D-ribitylamino)uracil	2.0	n.s.
C06193	Guanosine_3'-phosphate	0.0	n.s.
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	1.585	n.s.
