KO_code	Transcripts
K00180	8.0
K01362	4.0
K10117	2.0
K10118	0.0
K10119	0.0
K05845	0.0
K05846	0.0
K05847	0.0
K04086	135.0
K04084	12.0
ECF_family	0.0
K01104	2.0
K00981	21.0
K05592	11.0
K05595	6.0
K01297	0.0
K05601	0.0
K02926	0.0
K03975	0.0
K00216	0.0
K00215	16.0
K02038	0.0
K02039	0.0
K01740	13.0
K01745	0.0
K01744	0.0
K04518	24.0
K02036	0.0
K02037	0.0
K16963	0.0
K16962	0.0
K16961	0.0
K01586	3.0
K01580	4.0
K01589	0.0
K01588	26.0
K13652	0.0
K13653	0.0
and_HSP90-like_ATPase./Response_regulator_receiver_domain._(EC:2.7.13.3)	0.0
K02103	0.0
K03455	3.0
K02108	5.0
K02109	18.0
K03453	0.0
K01639	0.0
core_region	0.0
K01633	6.0
K15664	0.0
D-alanine--D-lactate_ligase_(EC:6.3.2.-)	0.0
K03521	37.0
K03522	64.0
K03525	7.0
K03524	60.0
K03527	8.0
K03526	14.0
K02850	0.0
K02856	67.0
K03671	22.0
K02371	5.0
K06001	37.0
K09760	0.0
K09765	0.0
K02217	8.0
K03299	1.0
K12308	19.0
K03293	0.0
K03292	0.0
K03296	11.0
K03294	1.0
K03073	387.0
K03070	42.0
K03077	111.0
K03076	517.0
K03075	48.0
K08965	0.0
K03276	0.0
K03271	0.0
K03270	1.0
variant_1_with_third_motif_having_Dx(3-4)D_or_Dx(3-4)E_(EC:3.1.3.18)	0.0
and_HSP90-like_ATPase.	1.0
K06131	5.0
K03183	13.0
K07220	0.0
K07192	77.0
K06223	0.0
K06911	0.0
K06910	0.0
K00773	3.0
K08986	0.0
slow_type	0.0
K10439	0.0
K01912	20.0
K01911	6.0
K01914	13.0
K01915	10.0
K01918	12.0
K07775	0.0
K00179	10.0
K00177	46.0
K00175	63.0
K00174	62.0
K07175	6.0
K07170	0.0
K07171	0.0
K00375	0.0
K00371	1.0
K00373	0.0
K01358	122.0
K00194	9.0
K00197	5.0
K01356	2.0
K05606	49.0
K15555	0.0
K15553	0.0
K04078	26.0
K04079	12.0
K04077	30.0
K04075	18.0
K00995	0.0
K00997	0.0
K00996	0.0
K00991	4.0
uter_membrane_protein_involved_in_starch_binding	0.0
K02931	342.0
K02933	15.0
K02935	80.0
K02939	214.0
K00208	42.0
K01000	10.0
K01002	0.0
K01006	51.0
K13993	0.0
K14441	5.0
K14445	16.0
K08191	49.0
K01130	0.0
K01138	0.0
K02113	4.0
K02112	18.0
K02111	52.0
K02110	22.0
K02117	48.0
K02115	5.0
K05810	0.0
K02118	40.0
K03465	0.0
K03466	4.0
K01649	8.0
K01643	0.0
K01641	1.0
K01647	2.0
K13002	0.0
K02598	0.0
K02027	0.0
