Compound_code	Metabolite_name	Importance_score	p_value
C05528	3-Sulfopyruvate	-5.044	n.s.
C00695	Cholic_acid	-1.0	n.s.
C05527	3-Sulfinylpyruvate	0.0	n.s.
C00148	L-Proline	1.152	n.s.
C00149	(S)-Malate	-4.948	n.s.
C00944	3-Dehydroquinate	1.0	n.s.
C05356	5(S)-HPETE	0.0	n.s.
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate	0.0	n.s.
C02430	L-Methionyl-tRNA	-5.248	n.s.
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	-3.585	n.s.
C14819	Fe3+	-3.17	n.s.
C14818	Fe2+	3.17	n.s.
C00436	N-Carbamoylputrescine	0.0	n.s.
C00828	Menaquinone	-3.807	n.s.
C01081	Thiamin_monophosphate	2.807	n.s.
C00531	Itaconyl-CoA	0.0	n.s.
C00826	L-Arogenate	4.644	n.s.
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-3.322	n.s.
C04501	N-Acetyl-alpha-D-glucosamine_1-phosphate	0.0	n.s.
C06126	Digalactosylceramide	2.322	n.s.
C06125	Sulfatide	0.0	n.s.
C18796	(2R)-2-Hydroxy-2-methylbutanenitrile	-7.14	<0.05
C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	-4.907	n.s.
C01185	Nicotinate_D-ribonucleotide	-4.503	n.s.
C01187	3-Deoxy-D-manno-octulosonate	0.0	n.s.
C00491	L-Cystine	3.585	n.s.
C15812	[Enzyme]-S-sulfanylcysteine	0.0	n.s.
C06441	L-Xylulose_1-phosphate	-2.0	n.s.
C15811	[Enzyme]-cysteine	0.0	n.s.
C03160	2-Succinylbenzoyl-CoA	1.585	n.s.
C05796	Galactan	9.541	<0.05
C03294	N-Formylmethionyl-tRNA	-1.585	n.s.
C05791	D-Urobilinogen	0.0	n.s.
C00015	UDP	-3.0	n.s.
C05659	5-Methoxytryptamine	0.0	n.s.
C00794	D-Sorbitol	-2.322	n.s.
C00793	D-Cysteine	0.0	n.s.
C00791	Creatinine	0.0	n.s.
C16219	3-Oxostearoyl-[acp]	-4.585	n.s.
C05552	Biocytin	-7.977	<0.05
C00798	Formyl-CoA	0.0	n.s.
C01233	sn-Glycero-3-phosphoethanolamine	3.7	n.s.
C00226	Primary_alcohol	0.585	n.s.
C00224	Adenylyl_sulfate	-1.737	n.s.
C01236	D-Glucono-1,5-lactone_6-phosphate	1.0	n.s.
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	2.322	n.s.
C00385	Xanthine	2.907	n.s.
C05223	Dodecanoyl-[acyl-carrier_protein]	5.448	n.s.
C02504	alpha-Isopropylmalate	2.585	n.s.
C00229	Acyl-carrier_protein	8.583	<0.05
C00921	Dihydropteroate	-3.0	n.s.
C11173	SN-38	0.0	n.s.
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0.0	n.s.
C00546	Methylglyoxal	-4.524	n.s.
C01368	3'-UMP	-6.229	n.s.
C16217	3-Hydroxyoctadecanoyl-CoA	-5.781	n.s.
C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate	7.14	<0.05
C05838	cis-2-Hydroxycinnamate	-7.14	<0.05
C00364	dTMP	-1.0	n.s.
C00365	dUMP	-1.737	n.s.
C00362	dGMP	-2.322	n.s.
C00363	dTDP	4.807	n.s.
C00360	dAMP	-5.113	n.s.
C00361	dGDP	-2.397	n.s.
C00007	Oxygen	0.0	n.s.
C00006	NADP+	-3.17	n.s.
C00005	NADPH	-1.0	n.s.
C00003	NAD+	-0.737	n.s.
C00002	ATP	7.296	<0.05
C00369	Starch	5.989	n.s.
C05703	Methaneselenol	-3.248	n.s.
C00376	Retinal	-0.585	n.s.
